gene	Ben	Bill	Bob	Bop	Car	Carl	NC_027335	NC_029026	KY549443	AP018714	NC_009904	AP018715	TEX	V12_RAST
GeneID:26644374	95.745	95.213		95.213					93.794				94.681	95.567
GeneID:26644375														
GeneID:26644377	94.444	94.444		94.265										94.624
GeneID:26644378	92.095	92.095		91.963					90.977					92.095
GeneID:26644379	98.498	98.498		97.598										97.598
GeneID:26644381	96.641	98.025		96.641		86.614	87.139		94.667		86.614	86.089		96.641
GeneID:26644382	99.371	99.02		97.059					97.059				96.078	98.039
GeneID:26644384														
GeneID:26644385	98.776	98.776		98.531		90.098	89.976		98.065		89.976	89.976	97.34	99.143
GeneID:26644386	96.911	96.911		99.512					97.236				95.772	95.285
GeneID:26644387	99.66	99.66		99.66					97.619				96.939	87.415
GeneID:26644388	99.5	99.5		99.5					96.5				96.0	86.5
GeneID:26644389	99.688	99.792	68.972	99.896	67.85	69.17	68.836	69.17	88.153	70.356	68.639	68.972	88.153	93.873
GeneID:26644390	93.492	99.206		93.333					88.73				88.73	96.667
GeneID:26644391	98.133	99.6		98.8					90.133				91.2	97.333
GeneID:26644393	98.504	98.077		98.718					73.932				74.145	98.504
GeneID:26644394	98.485	98.864		99.242										98.106
GeneID:26644395	99.091	99.394		99.394										98.788
GeneID:26644396	98.438	98.958		97.984									94.583	98.264
GeneID:26644397	98.493	97.606		98.582									97.235	97.163
GeneID:26644398	98.211	98.699		98.903										97.724
GeneID:26644399	96.357	97.996		97.45										95.037
GeneID:26644401	97.619	98.413		98.148									95.184	98.928
GeneID:26644402	96.8	96.8		98.4									99.2	99.2
GeneID:26644403	98.333	98.333		97.917					76.17				82.128	81.277
GeneID:26644404	99.341	99.341		98.551					81.119				81.119	81.425
GeneID:26644405	100.0	100.0		99.248					85.14				85.839	85.839
GeneID:26644406	99.816	99.033		94.936					67.484				96.041	96.409
GeneID:26644407	100.0	99.18		98.361					84.016				99.18	99.18
GeneID:26644408	100.0	99.259		98.519					85.185				99.259	99.259
GeneID:26644409	99.871	99.096		98.579					96.766				98.448	99.096
GeneID:26644410	100.0	98.693		98.693					98.039				96.405	99.02
GeneID:26644411														
GeneID:26644412	100.0	100.0		99.074					97.685				98.611	100.0
GeneID:26644413	99.282	98.891		98.63									81.448	98.108
GeneID:26644414	98.222	97.778	77.83	98.667	77.83	77.83	77.465		98.222	77.83	77.465	77.465	98.222	98.667
GeneID:26644415														
GeneID:26644416														98.63
GeneID:26644417														100.0
GeneID:26644418														100.0
GeneID:26644419	99.729	99.729		99.187					97.796				98.374	96.419
GeneID:26644420		100.0												100.0
GeneID:26644421														
GeneID:26644423														
GeneID:26644424														100.0
GeneID:26644425	99.138			100.0					96.552				93.966	100.0
GeneID:26644426	99.55			99.55					97.297				94.595	99.55
GeneID:26644427									98.0					
GeneID:26644428									98.413					
GeneID:26644429														100.0
GeneID:26644430														100.0
GeneID:26644431														
GeneID:26644432														100.0
GeneID:26644433														100.0
GeneID:26644434														100.0
GeneID:26644435										95.833				100.0
GeneID:26644436	98.63		88.356	97.945	88.435	88.435	88.435			88.435	90.411	88.435		
GeneID:26644437														93.243
GeneID:26644438														100.0
GeneID:26644439														100.0
GeneID:26644440														87.838
GeneID:26644441														100.0
GeneID:26644442														100.0
GeneID:26644443														100.0
GeneID:26644444														100.0
GeneID:26644445														100.0
GeneID:26644446														100.0
GeneID:26644448	99.621	100.0		96.591					98.485				98.106	96.97
GeneID:26644449	100.0	100.0	82.405	100.0	82.405	82.405	82.405	82.405	99.138	82.405	82.405	82.405	99.425	100.0
GeneID:26644450							73.881	73.881	99.225		73.881			
GeneID:26644451	97.143	100.0		98.571					97.619				96.667	96.899
GeneID:26644453	99.405	98.81		98.81			69.65	69.65	98.925	69.65	69.65	69.65	98.81	99.405
GeneID:26644454	98.473	100.0		98.473					99.237				96.947	98.473
GeneID:26644455	98.135	100.0		97.669					99.068				98.601	98.368
GeneID:26644456	98.366	98.965	79.281	98.257			76.462	78.997		79.872	76.626	77.419	97.93	98.295
GeneID:26644458														
GeneID:26644460	99.054	99.291		98.463					97.644				97.281	99.054
GeneID:26644461	99.057	99.843	66.998	99.057	67.396	67.594	67.992	68.182	98.973	67.396	67.396	67.396	98.723	99.057
GeneID:26644462	99.72	100.0		99.16					98.039				98.88	99.16
GeneID:26644463	99.761	100.0	88.996	99.364	86.68	86.1	88.61	87.838	87.48	86.486	88.803	88.803	88.268	99.682
GeneID:26644464	98.45	100.0	82.051	98.45	80.342	82.051	82.051	81.197	96.124	81.197	82.051	82.051	99.225	99.225
GeneID:26644465	98.942	99.894		98.836					97.884				98.836	99.048
GeneID:26644466	98.841	99.42	67.751	99.13	68.343	68.047	68.047	68.639	100.0	68.639	68.047	68.343	99.42	98.841
GeneID:26644467	98.875	99.645	78.618	98.52	79.194	78.474	78.474	79.338	98.561	79.338	78.618	78.546	98.401	98.816
GeneID:26644469	99.873	100.0	75.599	99.873	74.644	74.774	74.903	74.774	98.859	74.386	74.644	74.903	97.465	99.873
GeneID:26644470	98.701	99.446		97.588				66.167	96.846				86.456	97.588
GeneID:26644471	99.312	99.706		98.328					93.91				87.059	98.132
GeneID:26644472	99.508	99.578	82.004	98.805	81.346	82.229	83.09	82.267	98.073	82.078	82.078	82.229	98.073	98.805
GeneID:26644473	100.0	99.603		100.0					98.413				98.81	98.81
GeneID:26644474	100.0	99.291		100.0					97.872				97.872	97.872
GeneID:26644475	99.331	100.0	76.319	99.108	76.553	75.733	76.671	76.436	98.328	76.436	76.671	75.733	98.885	99.22
GeneID:26644476	99.084	99.084	72.189	99.198	72.189	72.716	72.189	72.426	98.396	72.426	72.189	72.716	98.625	98.855
GeneID:26644477	99.199	100.0	72.857	99.199	72.54	72.857	77.544	72.857	97.756	72.698	72.857	72.857	98.718	98.558
GeneID:26644478	99.291	99.882	74.026	99.409	74.498	74.558	74.441	74.558	99.173	74.441	74.144	74.558	99.173	99.291
GeneID:26644479	99.583	100.0	78.099	99.583	78.099	78.099		88.961	98.333	78.099	78.099	78.099	99.583	99.583
GeneID:26644480	98.304	98.83	81.217	98.713	86.834	86.834	81.334	81.802	97.251	81.276	81.217	81.217	97.661	98.246
GeneID:26644481	99.291	97.4	86.998	99.527	88.347	88.347	88.618	86.052	94.55	88.618	86.998	86.525	98.104	99.527
GeneID:26644482	99.578	99.578	73.647	99.578	73.647	73.647	73.412	74.353	92.827	73.647	73.647	73.412	91.561	99.578
GeneID:26644483	99.663	99.495	77.046	99.485	77.246	77.246	78.007	78.694	95.286	78.351	78.007	78.179	94.949	99.663
GeneID:26644485	99.125	99.809	69.953	99.234	69.479	69.479	69.444	69.746	85.687	69.743	69.975	69.555	89.757	99.125
GeneID:26644486	98.888	98.729	70.179	99.086	69.944	69.944	70.17	69.889	91.984	70.234	70.125	70.234	91.151	98.532
GeneID:26644488	95.045	91.655	71.871	96.97	71.871	71.815	72.069	72.085	91.966	71.815	71.956	71.787	92.258	94.835
GeneID:26644489	95.321	96.273	63.935	95.362	63.727	63.846	63.348	62.988	85.191	63.348	63.53	63.348	83.776	92.061
GeneID:26644490	97.365	96.982		97.365					75.49				83.235	
GeneID:26644492	97.959	98.639		97.959					93.151				91.333	97.279
GeneID:26644493														
GeneID:26644495	98.148	97.151	75.253	98.148	75.325	75.325	74.704	75.543	96.154	74.819	75.18	75.145	96.491	97.863
GeneID:26644496	97.765	98.324	76.022	97.765	75.836	75.836	76.022	76.208	97.579	76.067	76.208	76.022	96.089	98.138
GeneID:26644497	99.574	96.312	77.206	99.574	77.059	77.059	77.794	77.206	91.489	76.765	76.912	77.794	87.943	96.738
GeneID:26644498	98.67	99.43	76.805	98.67	76.42	76.42	76.996	76.616	92.403	77.091	77.079	76.996	89.744	98.575
GeneID:26644499	97.968	97.339		97.941			88.337		90.524	88.675		88.235	90.329	97.781
GeneID:26644500	96.52	97.985	75.382	96.52	75.573	75.573	74.618	73.856	97.253	75.573	75.763	74.618	95.055	96.703
GeneID:26644501	94.594	98.443	80.991	94.999	81.164	81.135	82.322	81.348	94.391	81.14	81.881	81.169	94.301	94.507
GeneID:26644502	99.896		81.404	99.377	90.135	90.135	86.397		89.823	90.135		88.266		98.858
GeneID:26644504	96.907	99.485		98.446					94.33				98.454	98.969
GeneID:26644505	97.101	99.517		98.068					94.686				98.551	99.034
GeneID:26644506	99.043	96.734	73.672	97.748	73.744	74.544	74.212	73.999	97.356	74.772	73.8	74.392	98.142	99.043
GeneID:26644507	99.513	98.783	66.965	98.358	66.628	66.628	66.965	66.752	98.114	66.837	67.093	66.837	98.114	99.513
GeneID:26644508	96.538	97.352	76.779	98.167	76.704	76.704	76.854	76.854	95.513	76.479	76.554	76.554	95.927	94.908
GeneID:26644509	99.712	98.365	72.773	100.0	72.673	72.673	72.472	72.272	95.101	73.073	72.573	73.073	95.485	95.197
GeneID:26644510	99.63	97.359		99.947					96.302				97.57	97.728
GeneID:26644511	99.848	99.394	67.063	100.0	66.553	66.553	66.554	66.723	91.97	67.174	66.893	66.385	95.606	96.97
GeneID:26644512	99.527	98.011	69.297	99.905	69.297	69.297		69.339	96.117	69.622	69.73	69.622	98.106	97.348
GeneID:26644514	99.32	97.506	70.598	100.0	70.93	70.93	70.432	71.096	96.475	71.262	70.764	71.262	97.959	95.918
GeneID:26644515	98.095	100.0		100.0					98.312				98.095	96.203
GeneID:26644516	100.0	100.0		100.0					99.091				99.091	99.091
GeneID:26644517	99.359	99.038		100.0					98.397				98.397	98.718
GeneID:26644518	100.0	99.034		100.0					98.558				98.558	98.558
GeneID:26644519	100.0	99.458	71.429	100.0	73.043	73.043	71.815	71.429	96.748	71.815	71.429	71.815	98.374	96.206
GeneID:26644520	99.383	98.92		100.0										97.685
GeneID:26644521	98.235	98.525	70.772	100.0	70.475	70.475	70.623	70.475	99.472	70.623	70.475	70.623	95.742	98.378
GeneID:26644522	99.454	96.995		100.0					96.448				97.541	96.995
GeneID:26644523		99.275		100.0					99.524				98.551	98.551
GeneID:26644524	99.764	97.163		99.764					95.272				93.853	95.272
GeneID:26644525	98.868	99.497	75.098	98.868	74.837	74.837	75.667	75.098	98.113	75.098	74.967	75.098	97.987	98.365
GeneID:26644526	99.038	99.359	76.05	99.038	76.471	76.471		76.873	97.756	77.199	77.199	77.199	97.436	97.749
GeneID:26644527	98.095	98.927	67.789	98.095	68.09	68.09	68.09	67.677	97.865	68.202	67.865	68.238	97.139	97.855
GeneID:26644528									99.161					
GeneID:26644529	99.771	97.942	70.772	98.537	70.639	70.639	70.407	70.506	97.88	70.639	72.338	70.825	95.107	97.485
GeneID:26644530	100.0	99.435	76.884	100.0	76.633	76.633	76.884	77.136	98.493	76.884	76.884	77.136	97.74	97.74
GeneID:26644531	98.592	98.592		99.061					95.238				93.427	99.061
GeneID:26644532	99.123	98.421		98.596			64.195		95.263	64.516		64.418	95.351	98.07
GeneID:26644533	100.0	98.397	76.461	98.958	76.299	76.966	76.966	76.38	96.853	77.154	76.198	76.966	97.115	97.115
GeneID:26644534	99.733	98.4	73.0	96.0	73.004	74.242	73.333	73.0	95.758	75.33	72.575	75.33	96.533	95.733
GeneID:26644535	99.838	97.249	71.864	98.867	71.525	71.695	72.25	71.875	97.411	71.743	72.081	71.743	96.44	98.544
GeneID:26644536	99.283	99.642	85.401	100.0	85.766	85.766	85.401	85.629	99.642	85.401	85.401	85.401	98.925	100.0
GeneID:26644537	96.825	96.575		97.577					95.071				93.888	97.911
GeneID:26644538	95.37	94.455		95.379					91.497				88.697	96.303
GeneID:26644540	97.315	96.421	74.94	97.291	74.94	74.94		74.94	92.394	74.224	74.463	74.224	93.424	96.868
GeneID:26644541	98.519	99.63		99.259					82.222				82.222	99.259
GeneID:26644542	98.701	99.468		98.403	64.74		64.945		89.67	64.595		64.595	88.285	98.19
GeneID:26644543	98.754	98.91	72.638	97.897	75.635	75.736	75.736	72.231	96.571	72.231	75.533	72.557	95.405	97.352
GeneID:26644544	98.103	98.103		97.832					98.103				97.019	98.103
GeneID:26644545	95.969	97.519		98.915					94.884				95.659	98.45
GeneID:26644546	98.65	98.65	72.316	98.516	72.034	72.316	72.316	71.751	98.65	72.175	71.893	72.175	97.031	98.381
GeneID:26644547	97.222	97.619	69.257	97.817	70.134	69.463	70.134	69.799	94.841	70.134	70.134	70.134	95.833	98.016
GeneID:26644548	97.693	98.962	66.591	97.578	65.909	67.045	64.625	66.364	84.775	66.591	65.038	66.591	85.236	97.578
GeneID:26644549	97.632	97.45		96.709					75.315				75.943	96.161
GeneID:26644550	96.82	96.702		96.466					93.404				97.173	97.409
GeneID:26644551	92.135	92.135		96.667					88.889				92.222	97.778
GeneID:26644552	96.875	96.875		92.101									92.969	96.267
GeneID:26644553	100.0	100.0		98.99									97.98	95.96
GeneID:26644554	98.132	98.132	76.133	98.707	75.68	75.68	76.284	75.842	96.408	75.529	75.831	76.435	97.701	98.563
GeneID:26644555	98.925	96.774	70.833	97.634	71.094	71.094	70.573	70.573	94.409	70.833	70.833	71.094	95.054	98.71
GeneID:26644556	94.898	94.558		92.273					90.878				90.878	94.138
GeneID:26644557	98.185	97.613		99.133					94.828				95.951	98.267
GeneID:26644558									92.222					
GeneID:26644559	97.326	99.109		96.947					89.661				91.622	97.326
GeneID:26644562	96.0	94.0		100.0					96.0				94.0	94.0
GeneID:26644563	87.764	94.515		100.0					91.139				83.544	94.937
GeneID:26644565	99.197	99.598		99.598					93.574				99.598	99.197
GeneID:26644566	95.425	94.771		98.286					87.168				88.718	95.207
GeneID:26644567	95.61	96.787											94.239	97.531
GeneID:26644568		98.901		97.436										
