gene	AP018714	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	NC_029026	phief24c_oriented	TEX	V12_RAST
ENPKHIHN_00037	98.75	74.375	74.375	100.0	74.375	100.0	100.0	73.125	75.625	100.0	74.375	99.375	100.0	73.75	74.375
ENPKHIHN_00038	99.913	90.58	90.58	99.654	90.761	99.913	99.913	89.805	90.399	100.0	90.58	99.74	99.74	90.58	90.58
ENPKHIHN_00039	95.95	89.097		81.931	89.408	95.95	95.95	89.097	95.327	95.95	89.097				89.408
ENPKHIHN_00040	100.0			100.0		100.0	100.0			100.0		97.619	100.0		
ENPKHIHN_00041	99.803						84.154		72.978	99.488					
ENPKHIHN_00042	100.0	51.357	51.357	99.799	50.939	98.994	98.994	51.357	51.357	99.799	51.148	99.598	99.598	51.357	51.357
ENPKHIHN_00043	100.0	78.484	78.689	100.0	78.484	100.0	100.0	78.893	82.857	100.0	78.484	100.0	100.0	78.893	78.893
ENPKHIHN_00044	100.0	74.432	74.432	98.295	74.432	99.148	99.148	73.864	74.148	99.148	74.432	98.864	99.148	73.58	73.864
ENPKHIHN_00045	99.525	65.61	65.61	99.525	65.61	98.891	98.891	65.61	65.769	99.366	65.61	99.525	99.366	65.769	65.61
ENPKHIHN_00046	99.099	53.182	53.182	98.649	53.182	98.198	98.198	53.636	54.545	100.0	53.182	98.198	98.649	53.636	53.636
ENPKHIHN_00047	100.0	69.972	69.972	100.0	69.405	100.0	100.0	69.688	69.972	99.479	69.972	99.433	100.0	69.972	69.972
ENPKHIHN_00048	100.0			79.147		97.63	97.63			94.787		98.104	78.673		
ENPKHIHN_00049	99.661	59.636	60.0	98.644	59.273	98.305	98.305	57.075	57.143	98.983	59.273	98.644	99.322	59.636	59.636
ENPKHIHN_00050	100.0			98.701		100.0	100.0			98.701		100.0	97.403		
ENPKHIHN_00051	100.0			100.0		100.0	100.0			99.029		100.0	100.0		
ENPKHIHN_00052	100.0			100.0		100.0	100.0			100.0		100.0	99.038		
ENPKHIHN_00053	100.0	63.025	63.025	100.0	63.025	98.387	98.387	63.025	63.025	100.0	63.025	100.0	100.0	63.025	63.025
ENPKHIHN_00054	100.0	72.768	73.214	99.552	73.214	99.552	99.552	72.768	74.332	100.0	73.214	99.103	99.552	73.214	72.768
ENPKHIHN_00055	100.0			99.0		99.0	99.0			99.0		98.0	98.947		
ENPKHIHN_00056	100.0			99.375		98.125	98.125			100.0		98.75	99.375		
ENPKHIHN_00057	100.0	79.245	79.245	100.0	79.245	99.245	99.245	79.245	79.245	100.0	79.245	100.0	100.0	79.245	79.245
ENPKHIHN_00058	100.0	80.392	80.392	100.0	80.392	100.0	100.0	80.392	80.392	93.75	80.392	100.0	99.038	80.392	80.392
ENPKHIHN_00059	99.351	69.789	69.789	99.222	69.789	99.092	99.092	70.226	70.766	99.84	70.226	99.222	99.868	70.449	69.525
ENPKHIHN_00060									93.478						
ENPKHIHN_00061	100.0	71.613	71.613	100.0	71.613	100.0	100.0	70.968	67.883	100.0	71.613	100.0	100.0	71.613	70.968
ENPKHIHN_00062	100.0	81.905	81.905	100.0	81.905	100.0	100.0	81.905	81.905	100.0	81.905	100.0	100.0	81.905	81.905
ENPKHIHN_00063	99.535	52.941	52.941	99.302	52.941	99.767	99.767	52.685	54.737	99.302	52.685	99.535	99.07	54.474	52.685
ENPKHIHN_00064	100.0	82.014	82.014	99.281	82.014	99.281	100.0	82.014	83.571	100.0	82.014	99.281	99.281	82.014	82.014
ENPKHIHN_00065	100.0	74.026	74.026	99.571	74.459	100.0	100.0	73.593	74.026	100.0	74.026	100.0	100.0	74.026	73.593
ENPKHIHN_00066	100.0	72.449	72.449	98.095	72.449	97.143	98.095	72.165	71.429	98.095	72.449	98.095	97.143	72.165	72.449
ENPKHIHN_00067	100.0	93.151	93.151	100.0	93.151	100.0	100.0	93.151	93.151	100.0	93.151	100.0	100.0	93.151	93.151
ENPKHIHN_00068	100.0	50.831	51.163	99.688	51.163	100.0	100.0	50.0	50.0	99.435	50.166	100.0	100.0	50.331	
ENPKHIHN_00069	100.0	68.027	68.027	100.0	68.027	100.0	100.0	66.438	68.707		68.027	100.0	100.0	67.808	68.027
ENPKHIHN_00070	100.0			91.489		100.0	98.99			93.617		98.99	93.617		
ENPKHIHN_00071	100.0	52.648	52.96	99.371	53.271	100.0	99.669	51.084	52.012	98.428	52.96	98.428	99.371	51.084	53.271
ENPKHIHN_00072	100.0	76.353	76.353	100.0	76.638	100.0	100.0	76.353	76.353	99.715	76.353	100.0	100.0	76.353	76.638
ENPKHIHN_00073	98.4	57.377	57.377	98.4	56.557	99.2	98.4	57.377	57.377	98.4	58.197	97.6	98.4	57.377	57.377
ENPKHIHN_00074	99.517	53.302	52.83	99.517	51.887	99.517	99.517	53.302	53.302	99.034	51.887	99.517	99.517	53.302	51.887
ENPKHIHN_00075	100.0	79.835	79.835	100.0	79.835	100.0	100.0	79.835	79.835	100.0	79.835	100.0	100.0	79.424	79.835
ENPKHIHN_00076	99.408	57.485	57.485	100.0	57.485	100.0	99.408	57.485	57.485	100.0	57.485	99.408	100.0	57.485	57.485
ENPKHIHN_00077	99.145			98.291		98.291	98.291			97.436		97.436	100.0		
ENPKHIHN_00078	99.65	51.203	51.203	100.0	50.859	98.951	99.301	50.172	50.172	99.301	51.203	99.65	99.65	50.172	51.203
ENPKHIHN_00079	98.936			96.099		96.099	96.099			96.099		96.454	98.936		
ENPKHIHN_00080	95.212			92.804		94.659	94.659			95.028		92.989	98.158		
ENPKHIHN_00081	100.0	84.052	84.052	100.0	84.052	100.0	100.0	84.052	83.621	100.0	84.052	100.0	100.0	84.052	84.052
ENPKHIHN_00082	99.359	67.308	66.667	98.718	66.667	98.718	98.718	67.308	66.026	99.359	67.308	98.718	98.718	66.667	66.667
ENPKHIHN_00083	99.474			98.294		96.447	97.105			98.816		98.421	98.684		
ENPKHIHN_00084	95.858			97.041		90.533	100.0			100.0		98.817	97.633		
ENPKHIHN_00085	68.421			98.246		75.51	100.0			100.0		100.0	98.246		
ENPKHIHN_00086	93.407			98.901		95.604	100.0			97.802		100.0	98.901		
ENPKHIHN_00087	100.0			100.0		97.619	100.0			100.0		100.0	100.0		
ENPKHIHN_00088	98.958			97.917		98.958	100.0			100.0		95.833	97.917		
ENPKHIHN_00089	99.24			95.437		96.578	100.0			100.0		98.099	95.437		
ENPKHIHN_00090	98.883			99.162		99.162	98.883			98.324		95.28	99.441		
ENPKHIHN_00091	100.0			100.0		100.0	100.0			100.0		98.02	100.0		
ENPKHIHN_00092	100.0			83.168		99.01	99.01			99.01		88.119	99.01		
ENPKHIHN_00093	100.0			97.959		100.0	100.0			100.0		89.796	100.0		
ENPKHIHN_00094	100.0			100.0		98.333	98.333			98.333			100.0		
ENPKHIHN_00095	99.18			85.0		100.0	100.0			99.18		86.885	85.0		
ENPKHIHN_00096	100.0			95.238		96.032	96.032			100.0		92.857	93.651		
ENPKHIHN_00097	100.0			94.805		96.104	96.104			100.0		90.909	96.104		
ENPKHIHN_00098	98.4			89.6						99.2		100.0	92.8		
ENPKHIHN_00099	96.203			78.378						96.203		96.296	78.378		
ENPKHIHN_00100				98.413								98.413	98.413		
ENPKHIHN_00101	87.234									89.362		99.468	78.01		
ENPKHIHN_00102	95.0											96.786	94.286		
ENPKHIHN_00103															
ENPKHIHN_00104	93.617			89.362		100.0	100.0			91.489		93.617	89.362		
ENPKHIHN_00105	98.131			94.86		98.131	98.131			98.598		98.598	94.86		
ENPKHIHN_00106	99.091			97.273		99.091	99.091			99.091		85.455	97.273		
ENPKHIHN_00107	97.222			96.528		95.833	95.833			95.833		96.528	96.528		
ENPKHIHN_00108	97.0			99.0		98.0	98.0			98.0		97.0	99.0		
ENPKHIHN_00109	96.364			94.366		91.667	91.667			96.296		94.444	93.519		
ENPKHIHN_00110	84.783	58.14		93.478	58.14	97.826	97.826	52.174	52.174	100.0		100.0	100.0	55.814	58.14
ENPKHIHN_00111	100.0			98.551		98.551	98.551			97.101		98.551	97.101		
ENPKHIHN_00112	95.062									100.0			100.0		
ENPKHIHN_00113				98.78						98.78		97.561	97.561		
ENPKHIHN_00114				97.368		98.701	98.701			96.104		100.0	94.203		
ENPKHIHN_00115	100.0			97.101		97.101	97.101			94.203		98.551	97.101		
ENPKHIHN_00116										85.714					
ENPKHIHN_00117	91.753			91.753		90.722	90.722			94.898		88.66	91.753		
ENPKHIHN_00118	98.02					98.039	98.039			100.0					
ENPKHIHN_00119	96.875			96.875		96.875	96.875			98.438		95.313	96.875		
ENPKHIHN_00120	95.0			94.167		94.167	94.167			94.167		95.833	93.333		
ENPKHIHN_00121													97.647		91.765
ENPKHIHN_00122			55.102	100.0								96.226	100.0		
ENPKHIHN_00123										98.592					
ENPKHIHN_00124		74.667	74.667	75.676	73.333						74.667	90.667	69.333		70.667
ENPKHIHN_00125	93.103			91.81		90.517	90.517			90.948		86.638	87.931		
ENPKHIHN_00126	97.917									95.833					
ENPKHIHN_00127	100.0				79.487			93.75	95.833	97.917				97.917	
ENPKHIHN_00128						96.053	96.053					97.368	100.0		
ENPKHIHN_00129		62.637	62.637			96.703	96.703					98.901	100.0		
ENPKHIHN_00130	95.96	90.196		91.089	87.129	96.262	96.262			95.96		93.458	95.327		87.129
ENPKHIHN_00131	98.077			93.269		97.115	97.115			99.038		99.038	100.0		
ENPKHIHN_00132		70.168	70.168		72.687				73.128	98.678	69.328			73.128	72.687
ENPKHIHN_00133	98.438			100.0		93.75	93.75			98.438		95.313	100.0		
ENPKHIHN_00134	100.0			100.0		97.333	97.333			100.0		97.333	100.0		
ENPKHIHN_00135	100.0			95.181		98.81	98.81			97.619		98.81	95.181		
ENPKHIHN_00136	96.85			72.441		73.228	73.228			96.85		99.213	73.228		
ENPKHIHN_00137	96.97			95.455		98.485	98.485			95.455		93.939	96.97		
ENPKHIHN_00138	95.93			92.442		94.186	94.186			95.349		91.279	93.605		
ENPKHIHN_00139	100.0			97.59		97.59	97.59			100.0		96.386	96.386		
ENPKHIHN_00140	99.429			100.0		86.74	86.74			99.038		86.74	100.0		
ENPKHIHN_00141	98.473			98.473		99.237	99.237			98.473		92.188	100.0		
ENPKHIHN_00142	99.167			100.0		100.0	100.0			99.167		100.0	100.0		
ENPKHIHN_00143	98.182			100.0		100.0	100.0					96.491	100.0		
ENPKHIHN_00144	83.978			97.238		94.475	94.475			99.448		95.556	100.0		
ENPKHIHN_00145	97.419			94.194		96.129	96.129			95.238		98.065	94.839		
ENPKHIHN_00146	100.0			96.815		98.089	98.089			98.089		99.363			
ENPKHIHN_00147	98.361			99.18		98.361	98.361			100.0		98.361	99.18		
ENPKHIHN_00148	93.333			98.182		93.333	93.333			92.727		89.091	93.333		
ENPKHIHN_00149	97.11			98.266	52.727	97.688	97.688	54.545	53.659	98.266		95.376	97.11	53.939	52.727
ENPKHIHN_00150	87.342			100.0		99.367	99.367			87.342		95.57	86.709		
ENPKHIHN_00151	97.458			99.153		97.458	97.458			97.034		97.034	95.763		
ENPKHIHN_00152	100.0			100.0		100.0	100.0			97.802			97.802		
ENPKHIHN_00153	98.413			100.0		98.413	98.413			98.413		96.825	98.413		
ENPKHIHN_00154	96.753			99.351		96.753	96.753			97.403		96.104	97.403		
ENPKHIHN_00155	91.525			100.0		86.441	86.441			94.915		84.746	100.0		
ENPKHIHN_00156	100.0			83.333		100.0	100.0			98.485		100.0	100.0		
ENPKHIHN_00157	97.059			99.02		53.398	53.398			90.196		93.056	96.078		
ENPKHIHN_00158	99.123	59.545	59.545	99.561	60.0	96.053	96.053	59.545	59.091		59.545	98.246	99.123	59.545	60.0
ENPKHIHN_00159	99.375			100.0		100.0	100.0			100.0		100.0	99.375		
ENPKHIHN_00160	100.0	51.852	51.852	100.0		100.0	98.81	50.617	51.852	100.0	50.617	100.0	98.361	51.852	50.617
ENPKHIHN_00161	97.059	56.158	56.158	100.0	55.665	96.078	96.078	55.665	57.143	95.098	55.665	96.569	100.0	57.143	56.65
ENPKHIHN_00162	84.906	58.252	58.252	78.302	57.282	84.906	84.906	56.311	56.311	83.962	57.282	84.906	78.302	58.586	57.282
ENPKHIHN_00163	80.556			86.111		83.333	83.333			80.556		77.778	86.111		
ENPKHIHN_00164	68.841			68.841		89.855	89.855			89.855		89.13	68.841		
ENPKHIHN_00165				95.067						94.828			94.425		
ENPKHIHN_00166	98.276			96.552						98.276		98.276	98.276		
ENPKHIHN_00167	99.13			99.13		99.13	97.391					98.261	99.13		
ENPKHIHN_00168	97.647			100.0		97.647	97.647			98.824		97.647	100.0		
ENPKHIHN_00169	98.824			98.824		98.824	98.824			100.0		98.824	98.824		
ENPKHIHN_00170	97.321			99.107		97.297	96.429			100.0		100.0	97.321		
ENPKHIHN_00171	99.315			93.836		94.667	99.315			93.836		94.521	100.0		
ENPKHIHN_00172	98.052			97.403		96.104	97.403			95.455		97.403	90.26		
ENPKHIHN_00173								53.659					78.824	51.316	
ENPKHIHN_00174	95.588			95.652		92.754	92.647			92.754		92.754	89.855		
ENPKHIHN_00175	94.444			96.528		91.667	81.944			97.917		95.139	96.528		
ENPKHIHN_00176	89.394			86.364		90.909	87.879			92.424		87.879	85.714		
ENPKHIHN_00177	95.833			93.056		92.361	91.667			99.306		93.056	93.056		
ENPKHIHN_00178	92.157			84.314		84.314	84.314	51.282		96.078		82.353	84.314		50.0
ENPKHIHN_00179	96.203	58.232	58.537	99.367	58.537	98.418	99.684	59.006	65.635	99.684	58.232	99.684	99.051	65.635	58.537
ENPKHIHN_00180		91.339	91.339		91.339		100.0		90.551	99.225	91.339		100.0		91.339
ENPKHIHN_00181		61.765	61.765		61.765		98.0	61.765	61.765	100.0	61.765		100.0	61.765	61.765
ENPKHIHN_00182		95.105	95.105		95.105		100.0	95.455	96.503	99.65	94.306		100.0	96.503	95.105
ENPKHIHN_00183	100.0			100.0		100.0	100.0			100.0			100.0		
ENPKHIHN_00184	100.0			99.187		99.187	100.0			100.0			99.187		
ENPKHIHN_00185	99.481					98.956	99.221			99.478			97.889		
ENPKHIHN_00186	100.0					99.422	99.422			100.0					
ENPKHIHN_00187	100.0			100.0		100.0	100.0			100.0			100.0		
ENPKHIHN_00188	100.0	52.0	52.0	100.0	52.0	100.0	100.0	53.333	53.947	98.765	52.0		100.0	53.333	53.333
ENPKHIHN_00189	98.551			98.551		98.551	98.551			100.0			100.0		
ENPKHIHN_00190	100.0			100.0		100.0	100.0			100.0			99.02		
ENPKHIHN_00191	97.403	55.882	55.882	97.403	55.882	97.403	97.403	55.882	55.882	100.0	55.882		100.0	55.882	55.882
ENPKHIHN_00192	100.0	84.932	84.932	100.0	84.932	100.0	100.0	84.932	84.932	100.0	83.562		100.0	84.932	84.932
ENPKHIHN_00193	99.725	94.505		99.451	94.78	99.725	99.725	94.78		100.0	94.78		99.451		95.367
ENPKHIHN_00194															
ENPKHIHN_00195										100.0			100.0		
ENPKHIHN_00196															
ENPKHIHN_00197															
ENPKHIHN_00198															
ENPKHIHN_00199															
ENPKHIHN_00200	97.345			100.0		97.345	97.345			98.23		98.23	96.46		
ENPKHIHN_00201	100.0	93.86	93.86	100.0	93.86	100.0	100.0	92.982	92.982	100.0	93.86	100.0	100.0	92.982	93.86
