gene	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	NC_029026	phief24c_oriented	TEX	V12_RAST
NIGGIMMC_00045	99.099	53.636	53.636	98.649	53.636	98.198	98.198	54.091	55.455	99.099	53.636	98.198	98.649	54.091	54.091
NIGGIMMC_00046	100.0	69.972	69.972	100.0	69.405	100.0	100.0	69.688	69.972	99.479	69.972	99.433	100.0	69.972	69.972
NIGGIMMC_00047	100.0			79.147		97.63	97.63			94.787		98.104	78.673		
NIGGIMMC_00048	99.661	59.636	60.0	98.983	59.273	98.644	98.644	54.425	57.143	99.322	59.273	98.983	99.661	59.636	59.636
NIGGIMMC_00049	100.0			98.701		100.0	100.0			98.701		100.0	97.403		
NIGGIMMC_00050	100.0			100.0		100.0	100.0			99.029		100.0	100.0		
NIGGIMMC_00051	100.0			100.0		100.0	100.0			100.0		100.0	99.038		
NIGGIMMC_00052	100.0	63.025	63.025	100.0	63.025	98.387	98.387	63.025	63.025	100.0	63.025	100.0	100.0	63.025	63.025
NIGGIMMC_00053	100.0	72.768	73.214	99.552	73.214	99.552	99.552	72.768	74.332	100.0	73.214	99.103	99.552	73.214	72.768
NIGGIMMC_00054	100.0			94.505		94.505	94.505			94.505		94.505	92.553		
NIGGIMMC_00055	100.0			99.375		98.125	98.125			100.0		98.75	99.375		
NIGGIMMC_00056	100.0	79.245	79.245	100.0	79.245	99.245	99.245	79.245	79.245	100.0	79.245	100.0	100.0	79.245	79.245
NIGGIMMC_00057	100.0	80.392	80.392	100.0	80.392	100.0	100.0	80.392	80.392	93.75	80.392	100.0	99.038	80.392	80.392
NIGGIMMC_00058	99.351	69.948	69.856	99.741	69.856	99.741	99.741	70.468	70.2	99.84	70.468	99.87	99.869	70.604	69.685
NIGGIMMC_00059				99.548		100.0	100.0					100.0			
NIGGIMMC_00060	100.0	71.613	71.613	100.0	71.613	100.0	100.0	70.968	67.883	100.0	71.613	100.0	100.0	71.613	70.968
NIGGIMMC_00061	100.0	81.905	81.905	100.0	81.905	100.0	100.0	81.905	81.905	100.0	81.905	100.0	100.0	81.905	81.905
NIGGIMMC_00062	99.535	53.453	53.046	99.302	53.453	99.767	99.767	53.197	55.263	99.302	53.197	99.535	99.535	55.526	53.197
NIGGIMMC_00063	100.0	82.014	82.014	99.281	82.014	99.281	100.0	82.014	83.571	100.0	82.014	99.281	99.281	82.014	82.014
NIGGIMMC_00064	100.0	74.026	74.026	99.571	74.459	100.0	100.0	73.593	74.026	100.0	74.026	100.0	100.0	74.026	73.593
NIGGIMMC_00065	100.0	72.449	72.449	98.095	72.449	97.143	98.095	72.165	71.429	98.095	72.449	98.095	97.143	72.165	72.449
NIGGIMMC_00066	100.0	93.151	93.151	100.0	93.151	100.0	100.0	93.151	93.151	100.0	93.151	100.0	100.0	93.151	93.151
NIGGIMMC_00067	100.0	50.831	51.163	99.688	51.163	100.0	100.0	50.0	50.0	99.435	50.166	100.0	100.0	50.331	
NIGGIMMC_00068	100.0	68.027	68.027	100.0	68.027	100.0	100.0	66.438	68.707		68.027	100.0	100.0	67.808	68.027
NIGGIMMC_00069	100.0			91.489		100.0	98.99			93.617		98.99	93.617		
NIGGIMMC_00070	100.0	52.648	52.96	99.371	53.271	100.0	99.669	51.084	52.012	98.428	52.96	98.428	99.371	51.084	53.271
NIGGIMMC_00071	100.0	76.353	76.353	100.0	76.638	100.0	100.0	76.353	76.353	99.715	76.353	100.0	100.0	76.353	76.638
NIGGIMMC_00072	98.4	58.197	58.197	100.0	56.557	99.2	100.0	57.377	57.377	100.0	58.197	99.2	100.0	57.377	57.377
NIGGIMMC_00073	99.517	52.83	52.358	100.0	51.887	100.0	100.0	52.83	52.83	99.517	51.887	100.0	100.0	52.83	51.887
NIGGIMMC_00074	100.0	79.835	79.835	100.0	79.835	100.0	100.0	79.835	79.835	100.0	79.835	100.0	100.0	79.424	79.835
NIGGIMMC_00075	99.408	56.886	56.886	99.408	56.886	99.408	98.817	56.886	56.886	99.408	56.886	98.817	99.408	56.886	56.886
NIGGIMMC_00076	99.145			97.436		97.436	97.436			98.291		98.291	99.145		
NIGGIMMC_00077	99.65	51.203	51.203	99.65	50.859	99.301	99.65	50.172	50.172	99.65	51.203	100.0	100.0	50.172	51.203
NIGGIMMC_00078	98.936			95.745		95.745	95.745			96.454		96.099	98.582		
NIGGIMMC_00079	95.212			92.804		93.923	93.923			97.974		92.804	95.948		
NIGGIMMC_00080	100.0	84.052	84.052	100.0	84.052	100.0	100.0	84.052	83.621	100.0	84.052	100.0	100.0	84.052	84.052
NIGGIMMC_00081	99.359	66.667	66.026	99.359	67.308	99.359	99.359	66.667	65.385	100.0	66.667	99.359	99.359	66.026	67.308
NIGGIMMC_00082	99.474			98.553		96.447	97.361			99.077		98.681	98.684		
NIGGIMMC_00083	95.858			98.817		91.716	95.858			95.858		94.675	98.225		
NIGGIMMC_00084				97.143									97.143		
NIGGIMMC_00085	68.421			70.175		96.491	68.421			68.421		68.421	70.175		
NIGGIMMC_00086	93.407			94.505		95.604	93.407			95.604		93.407	94.505		
NIGGIMMC_00087	100.0			100.0		97.619	100.0			100.0		100.0	100.0		
NIGGIMMC_00088	98.958			98.958		97.917	98.958			98.958		96.875	98.958		
NIGGIMMC_00089	99.24			94.677		96.578	99.24			99.24		98.099	94.677		
NIGGIMMC_00090	98.883			99.162		98.603	98.324			97.765		95.575	98.883		
NIGGIMMC_00091	100.0			100.0		100.0	100.0			100.0		98.02	100.0		
NIGGIMMC_00092	100.0			83.168		99.01	99.01			99.01		88.119	99.01		
NIGGIMMC_00093	100.0			97.959		100.0	100.0			100.0		89.796	100.0		
NIGGIMMC_00094	100.0			100.0		98.333	98.333			98.333			100.0		
NIGGIMMC_00095	99.18			85.0		99.18	99.18			100.0		86.885	85.0		
NIGGIMMC_00096	100.0			95.238		96.032	96.032			100.0		92.857	93.651		
NIGGIMMC_00097	100.0			94.805		96.104	96.104			100.0		90.909	96.104		
NIGGIMMC_00098	98.4			89.6						99.2		98.4	91.2		
NIGGIMMC_00099	96.203			75.342						98.837		100.0	75.342		
NIGGIMMC_00100	87.234									97.861		86.702	74.603		
NIGGIMMC_00101	95.0											94.662	92.527		
NIGGIMMC_00102				96.667						97.619			97.143		
NIGGIMMC_00103				92.453		96.226	96.226			84.906		94.34	92.453		
NIGGIMMC_00104	93.617			95.833		93.617	93.617			97.917		100.0	95.833		
NIGGIMMC_00105				90.769						89.231			90.769		
NIGGIMMC_00106	98.131			94.86		98.131	98.131			99.533		98.598	94.86		
NIGGIMMC_00107	99.091			97.973		93.243	93.243			98.182		83.108	97.973		
NIGGIMMC_00108	97.222			97.222		96.644	96.644			97.222		97.222	97.315		
NIGGIMMC_00109	97.0			98.0		97.0	97.0			99.0		100.0	98.0		
NIGGIMMC_00110	96.364			97.183		91.667	91.667			98.148		96.296	95.37		
NIGGIMMC_00111	84.783	55.319		85.106	55.319	82.979	82.979	54.348	52.174	85.106		85.106	85.106	53.191	55.319
NIGGIMMC_00112				97.959		100.0	100.0		70.833			98.98	97.959	78.125	
NIGGIMMC_00113	100.0			98.551		98.551	98.551			97.101		98.551	97.101		
NIGGIMMC_00114	95.062									95.062			95.062		
NIGGIMMC_00115	100.0			97.101		97.101	97.101			94.203		98.551	97.101		
NIGGIMMC_00116	91.753			94.949		92.929	92.929			94.845		91.919	93.939		
NIGGIMMC_00117						78.621	78.621					82.069			
NIGGIMMC_00118		52.778	52.778		52.778	94.872	94.872			94.872	52.778	92.308	89.744		52.778
NIGGIMMC_00119				95.455		100.0	100.0			98.387		98.485	93.548		
NIGGIMMC_00120				95.775		100.0	100.0			100.0		98.485	95.775		
NIGGIMMC_00121	98.02					100.0	100.0			98.02					
NIGGIMMC_00122	96.875			100.0		100.0	100.0			98.438		98.438	100.0		
NIGGIMMC_00123	95.0			95.0		93.333	93.333			95.833		94.167	95.0		
NIGGIMMC_00124				100.0		100.0	100.0			100.0		100.0	97.059		
NIGGIMMC_00125		58.333	58.333	94.828	58.333				58.333		58.333	93.22	96.552		58.333
NIGGIMMC_00126						94.737	94.737			96.053					
NIGGIMMC_00127	93.103			92.241		91.379	91.379			91.81		89.224	90.086		
NIGGIMMC_00128	97.917									97.917					
NIGGIMMC_00129		91.011			91.011			92.135	89.888	96.629		89.888	86.517		92.135
NIGGIMMC_00130	100.0				79.487			93.75	95.833	97.917				97.917	
NIGGIMMC_00131	95.96	91.589		91.919	89.899	100.0	100.0			100.0		94.949	96.97		89.899
NIGGIMMC_00132	98.077			93.269		97.115	97.115			99.038		97.115	98.077		
NIGGIMMC_00133						98.649	98.649								
NIGGIMMC_00134	98.438			98.438		95.313	95.313			100.0		93.75	98.438		
NIGGIMMC_00135	100.0			100.0		97.333	97.333			100.0		97.333	100.0		
NIGGIMMC_00136	100.0			95.181		98.81	98.81			97.619		98.81	95.181		
NIGGIMMC_00137	96.85			72.441		74.803	74.803			100.0		96.063	73.228		
NIGGIMMC_00138	96.97			98.485		98.485	98.485			98.485		93.939	100.0		
NIGGIMMC_00139	95.93			96.512		95.93	95.93			99.419		95.349	97.674		
NIGGIMMC_00140	100.0			97.59		97.59	97.59			100.0		96.386	96.386		
NIGGIMMC_00141	99.429			99.429		86.188	86.188			100.0		86.188	99.429		
NIGGIMMC_00142	98.473			96.947		97.71	97.71			100.0		91.406	98.473		
NIGGIMMC_00143	99.167			99.167		99.167	99.167			100.0		99.123	99.167		
NIGGIMMC_00144	98.182			98.182		98.246	98.246					98.182	98.182		
NIGGIMMC_00145	83.978			81.768		87.293	87.293			84.53		87.222	83.978		
NIGGIMMC_00146	97.419			94.194		97.419	97.419			95.238		98.065	94.194		
NIGGIMMC_00147	100.0			96.815		98.089	98.089			98.089		99.363			
NIGGIMMC_00148	98.361			97.541		96.721	96.721			98.361		96.721	97.541		
NIGGIMMC_00149	93.333			90.909		100.0	100.0			100.0		83.636	100.0		
NIGGIMMC_00150	97.11			97.688	52.41	97.11	97.11	54.217	53.659	97.688		94.798	97.688	53.614	52.41
NIGGIMMC_00151	87.342			87.342		86.709	86.709			99.367		86.076	98.734		
NIGGIMMC_00152	97.458			98.305		100.0	100.0			97.034		98.729	95.763		
NIGGIMMC_00153	100.0			100.0		100.0	100.0			97.802			97.802		
NIGGIMMC_00154	98.413			98.413		100.0	100.0			100.0		95.238	100.0		
NIGGIMMC_00155	96.753			96.104		96.104	96.104			96.753		95.455	96.753		
NIGGIMMC_00156	91.525			91.525		94.915	94.915			93.22		93.22	91.525		
NIGGIMMC_00157	100.0			83.333		100.0	100.0			98.485		100.0	100.0		
NIGGIMMC_00158	97.059			98.039		56.311	56.311			93.137		97.222	97.059		
NIGGIMMC_00159	99.123	59.545	59.545	99.561	60.0	96.053	96.053	59.545	59.091		59.545	98.246	99.123	59.545	60.0
NIGGIMMC_00160	99.375			99.375		99.375	99.375			99.375		99.375	98.75		
NIGGIMMC_00161	100.0	51.724	51.724	100.0		100.0	100.0	50.0	51.724	100.0	51.724	100.0	98.361	51.724	50.0
NIGGIMMC_00162	97.059	55.446	55.446	97.059	54.95	97.059	97.059	54.95	56.436	95.098	54.95	97.549	97.059	56.436	55.941
NIGGIMMC_00163	84.906	60.606	60.606	72.642	61.616	100.0	100.0	60.606	60.606	99.057	61.616	100.0	72.642	61.616	61.616
NIGGIMMC_00164	80.556			94.872		92.308	92.308			89.744		97.436	94.872		
NIGGIMMC_00165				100.0		91.549	91.549			91.549			100.0		
NIGGIMMC_00166	68.841			100.0		71.739	71.739			72.464		71.739	100.0		
NIGGIMMC_00167				95.313		93.75	93.75			97.638		98.425	95.313		
NIGGIMMC_00168						97.561	97.561					82.353			
NIGGIMMC_00169						100.0	100.0					100.0			
NIGGIMMC_00170				98.361		100.0	100.0					100.0	98.361		
NIGGIMMC_00171	98.276			96.552						96.552		100.0	98.276		
NIGGIMMC_00172	99.13			100.0		100.0	98.261					99.13	98.261		
NIGGIMMC_00173	97.647			97.647		97.647	100.0			96.471		100.0	97.647		
NIGGIMMC_00174	98.824			100.0		97.647	100.0			98.824		100.0	100.0		
NIGGIMMC_00175	97.321			96.429		96.396	99.107			97.321		97.321	96.429		
NIGGIMMC_00176	99.315			94.521		96.0	100.0			94.521		95.205	99.315		
NIGGIMMC_00177	98.052			98.052		95.455	99.351			96.753		98.052	90.909		
NIGGIMMC_00178	95.588			93.421		90.789	96.053			90.541		93.421	86.111		
NIGGIMMC_00179	94.444			96.528		92.361	82.639			94.444		95.833	96.528		
NIGGIMMC_00180	89.394			97.403		93.939	97.403			96.104		97.403	96.104		
NIGGIMMC_00181	95.833			94.444		94.444	93.056			96.528		93.75	94.444		
NIGGIMMC_00182	92.157	50.0	50.0	88.235	50.0	88.235	88.235	51.282	50.0	88.235	50.0	86.275	88.235	50.0	50.0
NIGGIMMC_00183	96.203	57.927	58.232	96.203	58.232	95.886	96.519	58.696	65.944	96.519	57.927	96.519	95.886	65.325	58.232
NIGGIMMC_00184	100.0			100.0		100.0	100.0			100.0			100.0		
NIGGIMMC_00185	100.0			99.187		99.187	100.0			100.0			99.187		
NIGGIMMC_00186	99.481					99.478	99.74			100.0			98.417		
NIGGIMMC_00187	100.0					99.422	99.422			100.0					
NIGGIMMC_00188	100.0			100.0		100.0	100.0			100.0			100.0		
NIGGIMMC_00189	100.0	52.0	52.0	100.0	52.0	100.0	100.0	53.333	53.947	98.765	52.0		100.0	53.333	53.333
NIGGIMMC_00190	98.551	50.0	50.0	100.0	50.0	100.0	100.0	50.0	50.0	98.551	50.0		98.551	50.0	50.0
NIGGIMMC_00191	100.0			100.0		100.0	100.0			100.0			99.02		
NIGGIMMC_00192	97.403	55.882	55.882	100.0	55.882	100.0	100.0	55.882	55.882	97.403	55.882		97.403	55.882	55.882
NIGGIMMC_00193	100.0	84.932	84.932	100.0	84.932	100.0	100.0	84.932	84.932	100.0	83.562		100.0	84.932	84.932
NIGGIMMC_00194				100.0	84.375	100.0									
NIGGIMMC_00195															
NIGGIMMC_00196	99.725	94.231		99.725	94.505	100.0	100.0	94.505		99.725	94.505		99.176		95.367
NIGGIMMC_00197															
NIGGIMMC_00198															
NIGGIMMC_00199															
NIGGIMMC_00200															
NIGGIMMC_00201															
NIGGIMMC_00202															
NIGGIMMC_00203	97.345			97.345		100.0	100.0			99.115		99.115	99.115		
NIGGIMMC_00204	100.0	93.86	93.86	100.0	93.86	100.0	100.0	92.982	92.982	100.0	93.86	100.0	100.0	92.982	93.86
