gene	AP018714	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	phief24c_oriented	TEX	V12_RAST
IJMJAIPA_00056					98.333		93.333	93.333					96.667		
IJMJAIPA_00057					78.313		89.157	89.157					78.313		
IJMJAIPA_00058	89.224	86.638			90.948		91.81	91.81			91.81		93.103		
IJMJAIPA_00059		90.667	73.333	73.333	75.676	72.0						73.333	70.667		69.333
IJMJAIPA_00060					92.5					63.768			92.5		
IJMJAIPA_00061		96.226		55.102	96.226								96.226		
IJMJAIPA_00062					95.556		95.556	95.556							
IJMJAIPA_00063	93.22		56.25	56.25	98.305	56.25				56.25		56.25	96.61		56.25
IJMJAIPA_00064	51.724	51.724			51.724		51.724	51.724			51.724		94.643		
IJMJAIPA_00065	89.888		87.64			87.64			86.517	86.517	93.258		94.382		88.764
IJMJAIPA_00066	100.0				100.0		100.0	100.0			100.0		97.059		
IJMJAIPA_00067	94.167	95.833			95.0		98.333	98.333			96.667		97.5		
IJMJAIPA_00068	98.438	95.313			98.438		98.438	98.438			96.875		98.438		
IJMJAIPA_00069	98.485				100.0		98.485	98.485			98.485		100.0		
IJMJAIPA_00070	98.485				93.939		98.485	98.485			98.387		93.548		
IJMJAIPA_00071							97.222	97.222			99.306		96.528		
IJMJAIPA_00072	82.069						80.0	80.0							
IJMJAIPA_00073	91.919	88.66			96.97		95.96	95.96			93.814		96.97		
IJMJAIPA_00074	98.551	98.551			98.551		98.551	98.551			95.652		98.551		
IJMJAIPA_00075		100.0			97.368		98.701	98.701			96.104		94.203		
IJMJAIPA_00076		97.561			98.78						98.78		100.0		
IJMJAIPA_00077	98.551	98.551			100.0		100.0	100.0			98.551		98.551		
IJMJAIPA_00078	98.98				98.98		98.98	98.98		69.792			98.98	77.083	
IJMJAIPA_00079	85.106	100.0	55.319		93.617	55.319	97.872	97.872	52.174	52.174	100.0		100.0	53.191	55.319
IJMJAIPA_00080	96.296	94.444			100.0		92.593	92.593			98.148		96.296		
IJMJAIPA_00081					98.889		98.889	98.889					98.889		
IJMJAIPA_00082	100.0	97.0			98.0		97.0	97.0			99.0		98.0		
IJMJAIPA_00083	97.222	96.528			98.611		99.306	99.306			95.833		98.611		
IJMJAIPA_00084	83.108	85.455			81.757		89.865	89.865			84.545		81.757		
IJMJAIPA_00085	98.598	98.598			96.262		98.598	98.598			99.065		96.262		
IJMJAIPA_00086							99.099	99.099							
IJMJAIPA_00087	100.0	93.617			95.833		93.617	93.617			97.917		95.833		
IJMJAIPA_00088	94.34				90.566		98.113	98.113			84.906		90.566		
IJMJAIPA_00089															
IJMJAIPA_00090	94.662	96.786											96.085		
IJMJAIPA_00091	86.702	99.468									88.83		77.487		
IJMJAIPA_00092		98.413			96.825								96.825		
IJMJAIPA_00093	100.0	96.296			77.027						100.0		77.027		
IJMJAIPA_00094	98.4	100.0			89.6						99.2		92.8		
IJMJAIPA_00095	90.909	90.909			93.506		94.805	94.805			90.909		92.208		
IJMJAIPA_00096	92.857	92.857			96.032		96.825	96.825			92.857		92.857		
IJMJAIPA_00097	88.525	86.066			95.652		86.066	86.066			88.525		94.783		
IJMJAIPA_00098	89.796	89.796			89.796		89.796	89.796			89.796		89.796		
IJMJAIPA_00099	88.119	88.119			80.198		87.129	87.129			87.129		87.129		
IJMJAIPA_00100	98.02	98.02			98.02		98.02	98.02			98.02		98.02		
IJMJAIPA_00101	95.575	95.28			95.87		95.28	95.28			94.69		95.28		
IJMJAIPA_00102	98.099	98.099			93.916		96.578	98.099			98.099		93.916		
IJMJAIPA_00103	96.875	95.833			97.917		94.792	95.833			95.833		97.917		
IJMJAIPA_00104	100.0	100.0			100.0		97.619	100.0			100.0		100.0		
IJMJAIPA_00105	93.407	100.0			98.901		95.604	100.0			97.802		98.901		
IJMJAIPA_00106	68.421	100.0			98.246		75.51	100.0			100.0		98.246		
IJMJAIPA_00107	94.675	98.817			95.858		91.124	98.817			98.817		96.45		
IJMJAIPA_00108	98.681	98.421			98.553		97.237	97.361			98.813		97.895		
IJMJAIPA_00109	99.359	98.718	66.667	66.026	98.718	67.308	100.0	100.0	66.667	65.385	99.359	66.667	98.718	66.026	67.308
IJMJAIPA_00110	100.0	100.0	84.052	84.052	100.0	84.052	100.0	100.0	84.052	83.621	100.0	84.052	100.0	84.052	84.052
IJMJAIPA_00111	92.804	92.989			99.817		95.018	95.018			92.251		94.28		
IJMJAIPA_00112	96.099	96.454			96.099		96.099	96.099			97.518		96.099		
IJMJAIPA_00113	100.0	99.65	51.203	51.203	99.65	50.859	99.301	99.65	50.172	50.172	99.65	51.203	100.0	50.172	51.203
IJMJAIPA_00114	98.291	97.436			95.726		97.436	97.436			98.291		97.436		
IJMJAIPA_00115	98.817	99.408	57.485	57.485	99.408	57.485	99.408	100.0	57.485	57.485	99.408	57.485	99.408	57.485	57.485
IJMJAIPA_00116	100.0	100.0	79.835	79.835	100.0	79.835	100.0	100.0	79.835	79.835	100.0	79.835	100.0	79.424	79.835
IJMJAIPA_00117	100.0	99.517	52.83	52.358	100.0	51.887	100.0	100.0	52.83	52.83	99.517	51.887	100.0	52.83	51.887
IJMJAIPA_00118	99.2	97.6	57.377	57.377	99.2	55.738	98.4	99.2	56.557	56.557	99.2	57.377	99.2	56.557	56.557
IJMJAIPA_00119	100.0	100.0	76.353	76.353	100.0	76.638	100.0	100.0	76.353	76.353	99.715	76.353	100.0	76.353	76.638
IJMJAIPA_00120	98.428	98.428	53.251	53.271	98.428	53.583	98.344	98.013	51.703	52.632	96.855	53.271	98.428	51.703	53.583
IJMJAIPA_00121	98.99	98.99			91.489		98.99	97.98			93.617		93.617		
IJMJAIPA_00122	100.0	100.0	68.027	68.027	100.0	68.027	100.0	100.0	66.438	68.707		68.027	100.0	67.808	68.027
IJMJAIPA_00123	100.0	100.0	50.831	51.163	99.688	51.163	100.0	100.0	50.0	50.0	99.435	50.166	100.0	50.331	
IJMJAIPA_00124	100.0	100.0	93.151	93.151	100.0	93.151	100.0	100.0	93.151	93.151	100.0	93.151	100.0	93.151	93.151
IJMJAIPA_00125	98.095	98.095	73.469	73.469	100.0	73.469	99.048	100.0	73.196	72.449	100.0	73.469	99.048	73.196	73.469
IJMJAIPA_00126	100.0	100.0	77.54	77.54	99.734	77.807	100.0	100.0	77.273	74.026	100.0	77.54	100.0	77.54	77.273
IJMJAIPA_00127	99.535	99.535	53.197	52.792	99.767	53.197	99.767	99.767	52.941	55.0	99.302	52.941	99.535	55.263	52.941
IJMJAIPA_00128	100.0	100.0	81.905	81.905	100.0	81.905	100.0	100.0	81.905	81.905	100.0	81.905	100.0	81.905	81.905
IJMJAIPA_00129	100.0	100.0	71.613	71.613	100.0	71.613	100.0	100.0	70.968	67.883	100.0	71.613	100.0	71.613	70.968
IJMJAIPA_00130	100.0				99.548		100.0	100.0							
IJMJAIPA_00131	99.87	99.222	69.948	69.856	99.87	69.856	99.611	99.611	70.468	70.2	99.68	70.468	99.738	70.604	69.685
IJMJAIPA_00132	100.0	100.0	80.392	80.392	100.0	80.392	100.0	100.0	80.392	80.392	93.75	80.392	99.038	80.392	80.392
IJMJAIPA_00133	100.0	100.0	79.245	79.245	100.0	79.245	99.245	99.245	79.245	79.245	100.0	79.245	100.0	79.245	79.245
IJMJAIPA_00134	98.75	98.75			98.125		98.125	98.125			98.75		98.125		
IJMJAIPA_00135	100.0	98.0			99.0		99.0	99.0			99.0		96.97		
IJMJAIPA_00136	99.103	99.103	72.321	72.768	99.552	72.768	99.552	99.552	72.321	73.797	99.103	72.768	99.552	72.768	72.321
IJMJAIPA_00137	100.0	100.0	63.025	63.025	100.0	63.025	98.387	98.387	63.025	63.025	100.0	63.025	100.0	63.025	63.025
IJMJAIPA_00138	100.0	100.0			100.0		100.0	100.0			100.0		99.038		
IJMJAIPA_00139	100.0	100.0			100.0		100.0	100.0			99.029		100.0		
IJMJAIPA_00140	100.0	100.0			98.701		100.0	100.0			98.701		97.403		
IJMJAIPA_00141	98.983	98.644	60.364	60.727	98.644	60.0	98.305	98.305	57.547	57.84	98.983	60.0	99.322	60.364	60.364
IJMJAIPA_00142	98.104	98.104			79.147		97.156	97.156			95.261		78.673		
IJMJAIPA_00143	99.433	99.433	69.972	69.972	99.433	69.405	99.433	99.433	69.688	69.972	98.958	69.972	99.433	69.972	69.972
IJMJAIPA_00144	98.198	98.198	53.182	53.182	99.55	53.182	99.099	99.099	53.636	54.545	98.198	53.182	99.55	53.636	53.636
IJMJAIPA_00145	99.683	99.525	65.769	65.769	100.0	65.769	99.049	99.049	65.769	65.927	99.208	65.769	99.525	65.927	65.769
IJMJAIPA_00146	98.864	98.864	74.432	74.432	98.864	74.432	99.716	99.716	73.864	73.58	99.716	74.432	99.716	73.58	73.864
IJMJAIPA_00147	100.0	100.0	78.484	78.689	100.0	78.484	100.0	100.0	78.893	82.857	100.0	78.484	100.0	78.893	78.893
IJMJAIPA_00148	99.598	99.598	51.148	51.148	99.799	50.731	98.994	98.994	51.148	51.148	99.799	50.939	99.598	51.148	51.148
IJMJAIPA_00149	99.544	99.544	81.494	81.834	99.323	81.834	99.492	99.544	81.664	85.584	98.496	81.494	99.492	81.664	81.494
IJMJAIPA_00150	97.619	97.619			97.619		97.619	97.619			97.619		97.619		
IJMJAIPA_00151	99.827	99.74	90.399	90.399	99.567	90.58	99.827	99.827	89.716	90.217	99.812	90.399	99.654	90.399	90.399
IJMJAIPA_00152	98.125	99.375	74.375	74.375	99.375	74.375	99.375	99.375	73.125	75.625	99.375	74.375	99.375	73.75	74.375
IJMJAIPA_00153	81.204	98.503	66.667	67.16		66.814			69.079	65.512	99.102	67.16		53.153	66.667
IJMJAIPA_00154	99.715	99.43	85.928	85.629	99.145	85.928	98.575	98.575	85.928	86.228	99.715	85.629	99.145	86.228	85.928
IJMJAIPA_00155	99.149	99.574	81.974	82.833	98.723	81.974	98.723	98.723	82.833	82.403	99.574	81.974	99.149	82.833	82.403
IJMJAIPA_00156	98.883	99.441	86.034	86.592	99.441	86.034	99.441	99.441	86.592	86.592	99.441	86.592	98.883	86.592	86.592
IJMJAIPA_00157	99.565	99.565	78.07	78.07	99.565	78.07	99.13	99.13	77.632	77.632	99.552	77.632	98.696	78.07	78.07
IJMJAIPA_00158	100.0	100.0	62.222	60.0	100.0	62.222	100.0	100.0	61.538	61.538	100.0	64.444	100.0	62.222	62.222
IJMJAIPA_00159		97.095			97.934		97.521	97.521			97.51		98.347		
IJMJAIPA_00160	88.372	96.02	55.802	56.473	95.896	55.926	98.881	98.756	56.489	54.759	96.269	56.473	94.821	56.242	58.73
IJMJAIPA_00161	96.112	96.057	73.232	72.666	96.824	73.339	97.974	95.893	72.161	71.741	96.002	73.339	96.769	72.666	73.316
IJMJAIPA_00162	99.812	99.812	71.021	71.021	100.0	71.021	99.623	99.623	71.799	71.084	99.803	71.021	99.906	70.953	71.581
IJMJAIPA_00163	99.836	99.754	68.481	68.481	98.769	68.562	100.0	100.0	67.997	67.018	99.648	68.481	98.687	68.73	68.481
IJMJAIPA_00164	100.0	100.0	79.897	79.897	100.0	79.897	100.0	100.0	79.381	79.381	99.479	79.897	99.479	79.381	79.897
IJMJAIPA_00165	99.367	100.0	72.785	72.785	100.0	72.785	100.0	100.0	72.152	72.152	100.0	72.785	100.0	72.152	72.785
IJMJAIPA_00166	78.591			92.308			78.32	78.32			78.591				
IJMJAIPA_00167	100.0	100.0	97.163	97.163	100.0	97.163	100.0	100.0	97.163	97.163	100.0	97.163	100.0	97.163	97.163
IJMJAIPA_00168	99.298	99.123	85.789	85.614	99.298	85.614	91.053	91.053	85.088	85.088	99.298	85.439	99.298	85.263	85.614
IJMJAIPA_00169	99.645	99.645	75.177	75.177	100.0	75.177	100.0	99.645	75.532	75.532	99.645	75.177	100.0	75.532	75.177
IJMJAIPA_00170	100.0	100.0	81.25	81.25	100.0	81.25	100.0	100.0	81.25	81.25	100.0	81.25	100.0	81.25	81.25
IJMJAIPA_00171	100.0	99.655	71.134	71.134	99.655	71.134	100.0	99.655	70.79	70.79	100.0	71.134	99.655	71.134	71.134
IJMJAIPA_00172	100.0	99.333	83.667	83.667	100.0	83.667	100.0	99.333	83.667	83.667	100.0	83.667	100.0	83.667	83.667
IJMJAIPA_00173	98.864	100.0			100.0		100.0	100.0			93.182		100.0		
IJMJAIPA_00174	99.569	100.0	85.225	85.225	99.569	85.225	98.06	100.0	84.582	85.439	99.118	85.439	99.569	85.225	85.225
IJMJAIPA_00175	100.0	98.71			100.0		95.652	96.835			98.71		100.0		
IJMJAIPA_00176	99.363	100.0	80.645	80.645	100.0	80.645	99.363	100.0	80.645	80.645	100.0	80.645	99.363	80.645	80.645
IJMJAIPA_00177	100.0	99.639	83.779	83.779	99.818	83.779	100.0	99.434	83.779	83.779	99.457	83.779	99.812	83.779	83.779
IJMJAIPA_00178	100.0	99.13			99.13		100.0	99.13			99.13		99.13		
IJMJAIPA_00179	97.586	99.31	91.477	91.477	99.655	91.477	97.931	97.931	86.339	83.607	96.212	91.477	99.655	85.792	91.477
IJMJAIPA_00180	99.13	99.13			99.13		98.261	99.13			98.261		99.13		
IJMJAIPA_00181	99.163	98.745	51.064	51.064	98.745	51.064	98.745	100.0	51.064	51.064	98.745	51.064	98.745	51.064	51.064
IJMJAIPA_00182	98.099	97.338	52.918	52.918	98.099	52.918	98.099	100.0	52.918	53.307		52.918	97.719	52.918	52.918
IJMJAIPA_00183	100.0	100.0	79.195	79.195	100.0	79.195	100.0	99.329	79.195	77.064	100.0	79.195	100.0	79.195	77.064
IJMJAIPA_00184					100.0										96.805
IJMJAIPA_00185	100.0	100.0	90.341	90.341	100.0	90.341			90.341			90.625	100.0	90.341	90.395
IJMJAIPA_00186	100.0	100.0	67.133	67.133	100.0	67.133	99.301	99.301	67.133	67.133	100.0	67.133	100.0	67.133	67.133
IJMJAIPA_00187	98.889	100.0			100.0		100.0	100.0			100.0		100.0		
IJMJAIPA_00188					100.0		100.0	100.0	60.0	60.0	100.0		100.0		
IJMJAIPA_00189	100.0	100.0	93.86	93.86	100.0	93.86	100.0	100.0	92.982	92.982	100.0	93.86	100.0	92.982	93.86
IJMJAIPA_00190	99.115	98.23			98.23		99.115	99.115			98.23		98.23		
