gene	AP018714	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029026	phief24c_oriented	TEX	V12_RAST
MHALOBAC_00069			100.0	99.091		100.0									99.091
MHALOBAC_00070			100.0	100.0		99.597			98.367					98.367	100.0
MHALOBAC_00071			99.734	99.202		99.468			98.396					99.465	98.936
MHALOBAC_00072			99.593	100.0		99.593									98.78
MHALOBAC_00073			99.454	100.0		100.0									98.361
MHALOBAC_00074			99.206	100.0		98.413			97.458					98.305	100.0
MHALOBAC_00075	52.0	52.0	100.0	100.0	52.0	100.0	52.0	52.0	83.75	79.487	52.0		52.0	83.75	85.0
MHALOBAC_00076			99.605	99.605		99.209			87.243	86.831				86.345	85.944
MHALOBAC_00077			100.0	100.0		100.0			74.525	74.525				74.525	74.525
MHALOBAC_00078			100.0	99.844		98.438			98.594	65.827				99.531	99.531
MHALOBAC_00079	50.0		100.0	100.0	50.0	100.0	50.0	50.0	97.143	92.857				100.0	100.0
MHALOBAC_00080			100.0	100.0		99.548			99.541	99.548				100.0	100.0
MHALOBAC_00081			100.0	99.02		100.0			100.0	100.0				100.0	100.0
MHALOBAC_00082	55.882	55.882	100.0	100.0	55.882	100.0	55.882	55.882	100.0	100.0	55.882		55.882	100.0	100.0
MHALOBAC_00083			99.413	99.609		99.413			79.922					79.922	98.826
MHALOBAC_00084	83.562	83.562	98.667	98.667	83.562	98.667	83.562	83.562	98.667	98.667	83.562		83.562	98.667	98.667
MHALOBAC_00085															
MHALOBAC_00086															
MHALOBAC_00087															
MHALOBAC_00088															
MHALOBAC_00089			99.187	99.187		98.374			96.748	97.561				96.748	93.496
MHALOBAC_00090															
MHALOBAC_00091															
MHALOBAC_00092			100.0	100.0		100.0			100.0	96.721				100.0	98.361
MHALOBAC_00094															
MHALOBAC_00095															
MHALOBAC_00096															
MHALOBAC_00097			97.619			100.0			97.619					97.619	100.0
MHALOBAC_00098			100.0			98.81			96.429	98.81				97.619	98.81
MHALOBAC_00099															
MHALOBAC_00100															
MHALOBAC_00101															
MHALOBAC_00102															
MHALOBAC_00103															
MHALOBAC_00104															
MHALOBAC_00105	94.505	94.78	99.725		94.231	100.0	94.505	94.505	98.626		94.78		94.78		100.0
MHALOBAC_00106															
MHALOBAC_00107															
MHALOBAC_00108															
MHALOBAC_00109															
MHALOBAC_00110															
MHALOBAC_00111															
MHALOBAC_00112															
MHALOBAC_00113															
MHALOBAC_00114															
MHALOBAC_00115			100.0	100.0		97.727			97.727	100.0				97.727	97.727
MHALOBAC_00116	93.86	93.86	100.0	100.0	93.86	100.0	93.86	93.86	99.138	99.138	93.86	93.86	93.86	99.138	100.0
MHALOBAC_00117			95.714	100.0		97.143			95.714	95.714				95.714	94.286
MHALOBAC_00118	67.133	67.133	100.0	100.0	67.133	100.0	66.434	66.434	100.0	100.0	64.423	67.133	67.133	100.0	100.0
MHALOBAC_00119			99.837	99.837	90.625	99.837			99.673		83.565	90.625	84.725	99.837	99.716
MHALOBAC_00120	52.14	52.529	99.291	100.0	52.14	98.936	52.14	52.918	98.227	97.88		52.918	51.751	98.227	99.291
MHALOBAC_00121	50.638	50.213	100.0	100.0	50.213	100.0	50.213	51.064	100.0	100.0	50.213	51.064	50.213	100.0	100.0
MHALOBAC_00122			100.0	100.0		99.16			100.0	97.479				100.0	100.0
MHALOBAC_00123			100.0	100.0		100.0			91.489	90.544				91.726	100.0
MHALOBAC_00124			99.048	100.0		99.683			98.73	98.095				99.683	99.048
MHALOBAC_00125	83.779	83.779	100.0	100.0	83.779	100.0	83.779	83.588	99.423	100.0	83.46	83.779	83.779	99.423	100.0
MHALOBAC_00126	80.645	80.645	100.0	100.0	80.645	100.0	80.645	80.645	100.0	100.0	80.645	80.645	80.0	100.0	100.0
MHALOBAC_00127			100.0	100.0		99.367		51.923	83.648	87.975				82.39	98.734
MHALOBAC_00128	85.345	85.439	99.789	99.789	85.345	99.156	84.483	85.439	98.101	98.523	85.886	85.439	85.345	98.734	99.156
MHALOBAC_00129	50.667		100.0	100.0		100.0			100.0	98.81	50.0			100.0	98.81
MHALOBAC_00130	83.667	83.333	100.0	100.0	83.667	99.666	83.667	83.333	99.331	99.331	83.667	83.667	83.667	99.666	100.0
MHALOBAC_00131	71.134	71.134	100.0	100.0	71.134	100.0	71.134	71.134	99.313	99.656	71.134	71.134	71.134	99.656	100.0
MHALOBAC_00132	81.25	81.25	100.0	100.0	81.25	100.0	81.25	81.25	100.0	100.0	81.197	81.25	81.25	100.0	100.0
MHALOBAC_00133	75.177	75.177	100.0	100.0	75.177	99.645	75.177	75.177	99.645	99.645	75.177	75.177	75.177	99.645	100.0
MHALOBAC_00134			100.0	100.0		100.0			100.0	97.5				100.0	100.0
MHALOBAC_00135	85.088	85.088	99.123	99.298	85.088	99.298	91.93	91.93	98.421	97.719	85.263	85.439	85.088	98.421	98.947
MHALOBAC_00136	96.923	97.163	100.0	100.0	97.163	100.0	96.923	96.923	100.0	100.0	96.923	97.163	97.163	100.0	100.0
MHALOBAC_00137	73.418	72.785	100.0	100.0	72.785	100.0	72.785	72.785	96.203	96.203	72.785	72.785	72.785	96.203	100.0
MHALOBAC_00138	79.897	79.897	100.0	100.0	79.897	100.0	79.897	79.897	97.475	97.475	79.381	79.897	79.897	97.475	100.0
MHALOBAC_00139	67.994	68.075	99.836	99.754	68.623	99.918	68.075	68.075	91.632	86.743	68.059	68.075	68.704	93.191	99.836
MHALOBAC_00140	64.286	64.286	100.0	100.0	64.286	100.0	64.156	64.156	97.024	96.429	64.861	64.286	64.286	96.667	99.643
MHALOBAC_00141	73.339	73.339	97.701	95.135	73.255	99.324	73.255	73.255	96.49	95.69	73.339	73.339	73.339	94.994	97.483
MHALOBAC_00142	56.098	56.597	97.516	98.509	56.843	97.64	56.35	56.473	87.702	79.678	56.72	57.197	56.601	86.957	93.595
MHALOBAC_00143			96.296	97.119		96.296				66.0				79.835	
MHALOBAC_00144	64.444	64.444	97.959	95.918	64.444	97.959	64.444	64.444	88.372	95.349	64.444	64.444	64.444	89.796	95.918
MHALOBAC_00145	77.193	77.632	99.561	99.561	78.07	99.561	78.509	78.509	96.93	97.807	77.477	77.632	78.509	98.684	99.123
MHALOBAC_00146	86.034	86.034	99.441	100.0	86.034	99.441	86.034	86.034	100.0	100.0	86.034	86.592	86.034	100.0	100.0
MHALOBAC_00147	81.974	82.403	99.149	99.149	81.974	99.149	81.974	81.974	98.298	97.447	82.403	81.974	81.974	97.872	99.574
MHALOBAC_00148	85.928	85.928	99.701	100.0	85.629	99.701	85.629	85.629	97.605	98.204	85.928	85.629	85.329	98.204	99.701
MHALOBAC_00149	64.275	67.16	97.608	98.808		97.758			58.516	63.558	67.308	67.16		64.286	97.608
MHALOBAC_00150	74.684	74.375	98.125	98.125	74.375	98.125	74.375	74.375	96.25	98.125	74.375	74.375	74.375	98.125	98.125
MHALOBAC_00151	90.58	90.58	98.284	99.639	90.489	98.374	90.58	90.58	97.561	97.922	90.986	90.399	90.67	97.922	98.103
MHALOBAC_00152	91.589	89.097	100.0		75.701	99.065	91.589	91.589	98.754	90.343	88.785				98.442
MHALOBAC_00153			98.551	100.0		98.551			98.551	98.551				100.0	100.0
MHALOBAC_00154	85.584	85.584	99.662	99.662	81.664	99.493	81.664	85.584	99.662	93.882	84.211	81.494	81.664	99.831	99.662
MHALOBAC_00155	51.148	51.148	99.818	99.635	51.148	99.27	51.148	51.148	99.088	98.723	51.148	50.939	51.148	99.088	99.818
MHALOBAC_00156	78.484	78.484	99.593	99.389	78.484	99.593	78.484	78.484	99.185	99.293	78.484	78.484	78.484	99.185	99.185
MHALOBAC_00157	74.432	74.432	100.0	99.424	75.0	100.0	74.716	74.716	98.847	97.695	74.716	74.432	74.716	98.847	98.559
MHALOBAC_00158	65.927	65.61	100.0	99.842	65.769	100.0	65.61	65.61	99.366	97.94	65.452	65.769	65.927	99.525	99.842
MHALOBAC_00159	53.636	53.182	100.0	100.0	53.636	100.0	53.182	53.182	97.727	93.636	53.182	53.182	53.636	97.273	97.727
MHALOBAC_00160	69.972	69.972	99.716	99.432	69.972	99.715	69.972	69.972	98.58	98.864	64.583	69.972	69.972	98.864	98.864
MHALOBAC_00161	59.273	59.273	99.66	98.639	59.273	100.0	59.273	59.273	92.273	80.906	59.273	60.0	59.273	98.639	97.959
MHALOBAC_00162			98.734	100.0		100.0			97.468	98.734				97.468	97.468
MHALOBAC_00163			99.038	98.077		100.0			98.077	99.038				98.077	99.038
MHALOBAC_00164			100.0	100.0		100.0			97.115	97.115				97.115	99.038
MHALOBAC_00165	63.025	63.025	100.0	100.0	63.025	100.0	63.025	63.025	98.374	98.374	63.025	63.025	63.025	100.0	97.561
MHALOBAC_00166			98.148	99.537		100.0			96.759						98.148
MHALOBAC_00167	73.214	73.214	98.673	100.0	72.768	100.0	72.768	72.768	98.673	100.0	73.214	72.768	72.768	99.115	99.558
MHALOBAC_00168			99.18	95.082		100.0			97.541	93.443				96.721	97.541
MHALOBAC_00169			100.0	98.571		100.0			98.571	98.571				98.571	98.571
MHALOBAC_00170			100.0	98.582		100.0			99.291	97.163				95.745	97.163
MHALOBAC_00171	79.245	79.245	100.0	100.0	79.245	100.0	79.245	79.245	99.245	100.0	78.539	79.245	79.245	100.0	99.623
MHALOBAC_00172	80.392	80.392	100.0	100.0	80.392	100.0	80.392	80.392	100.0	100.0	73.438	80.392	80.392	99.038	100.0
MHALOBAC_00173	68.182	68.182	99.6	100.0	68.182	99.6	68.182	68.182	99.203	99.602	68.182	68.182	68.182	99.2	99.6
MHALOBAC_00174									100.0	100.0					
MHALOBAC_00175	70.468	70.226	100.0	99.723	70.468	99.861	70.265	70.265	99.307	99.589		70.468	71.17	96.953	98.892
MHALOBAC_00176	81.905	81.905	100.0	100.0	81.905	100.0	81.905	81.905	99.138	100.0	81.905	81.905	81.905	100.0	100.0
MHALOBAC_00177	53.247	53.247	99.474	98.947	52.987	99.474	53.247	53.247	96.842	96.842	52.987	52.987	52.987	96.316	98.684
MHALOBAC_00178	74.026	74.026	100.0	99.468	77.273	99.468	77.54	74.026	99.202	98.712	74.026	77.54	77.54	98.936	99.468
MHALOBAC_00179	72.449	72.449	100.0	99.091	73.469	99.091	73.469	73.469	97.273	97.273	73.469	73.469	73.469	97.273	98.182
MHALOBAC_00180	93.151	93.151	100.0	100.0	93.151	100.0	93.151	93.151	100.0	100.0	93.151	93.151	93.151	100.0	100.0
MHALOBAC_00181			96.992	96.491		97.243			90.977	94.236				91.214	97.995
MHALOBAC_00182	68.027	68.027	100.0	98.658	68.027	99.324	68.027	68.027	96.575	97.959		68.027	68.027	98.63	100.0
MHALOBAC_00183			97.778	98.889		98.889			81.111	80.0				81.111	98.889
MHALOBAC_00184	52.96	52.96	98.722	99.361	53.271	99.681	53.925	53.925	90.096	91.693	52.648	53.271	53.271	90.415	99.681
MHALOBAC_00185	76.353	76.353	100.0	100.0	76.353	99.522	76.353	76.353	99.043	99.282	76.353	76.353	76.353	99.043	99.522
MHALOBAC_00186	58.197	58.197	98.374	98.374	58.197	98.374	58.197	58.197	99.187	99.187	58.197	57.377	58.197	99.187	99.187
MHALOBAC_00187	51.887	51.887	98.605	99.07	51.887	100.0	51.887	51.887	98.605	98.14	51.887	51.887	51.887	98.14	99.535
MHALOBAC_00188	79.835	79.835	100.0	100.0	79.835	100.0	79.835	79.835	100.0	100.0	79.835	79.835	79.835	99.595	100.0
MHALOBAC_00189	56.886	57.485	98.81	98.81	57.485	98.81	57.485	57.485	98.214	98.214	57.485	57.485	57.485	98.81	99.405
MHALOBAC_00190	51.203	51.203	99.308	99.308	51.203	98.616	50.859	51.203	91.696	91.349	51.203	51.203	51.203	91.349	98.962
MHALOBAC_00191			98.907	98.361		98.361			68.306	68.306				68.306	97.814
MHALOBAC_00192			99.293	98.94		98.587			94.7	94.7				96.82	100.0
MHALOBAC_00193			97.65	97.65		91.123			92.689					92.689	96.867
MHALOBAC_00194			99.454	99.454	50.847	97.814			97.268	62.295		50.847		97.268	100.0
MHALOBAC_00195	84.052	84.052	100.0	100.0	84.052	100.0	84.052	84.052	100.0	99.138	84.052	84.052	84.052	100.0	100.0
MHALOBAC_00196	66.667	67.308	100.0	99.355	66.026	99.355	66.667	66.667	98.71	96.774	66.667	66.667	66.026	99.355	99.355
MHALOBAC_00197			89.796	89.796		87.879			77.895	84.211				84.211	90.625
MHALOBAC_00198			97.649	97.16		99.38			81.908	77.368				94.11	98.144
MHALOBAC_00199			98.93	99.465		96.791			88.235	89.305				88.77	97.861
MHALOBAC_00200			84.81	97.468		100.0			93.671	88.608				81.013	97.468
MHALOBAC_00201			100.0	100.0		100.0			98.795	96.386				100.0	100.0
MHALOBAC_00202			96.078	95.425		99.145				86.093					96.078
MHALOBAC_00203			93.902	95.181										91.87	96.748
MHALOBAC_00204				97.802		96.703									
