gene	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	NC_029026	phief24c_oriented	TEX	V12_RAST
NIGGIMMC_00133						99.145	99.145								
NIGGIMMC_00134	97.917			97.917		96.875	96.875			97.917		95.833	97.396		
NIGGIMMC_00135	98.667			99.556		95.111	95.111			99.556		95.556	99.556		
NIGGIMMC_00136	99.603			97.083		97.222	97.619			97.222		98.413	97.083		
NIGGIMMC_00137	97.9			77.487		78.906	78.906			100.0		94.737	77.487		
NIGGIMMC_00138	95.96			95.455		94.949	94.949			98.99		92.424	97.98		
NIGGIMMC_00139	97.674			98.256		96.512	96.512			99.225		94.961	98.45		
NIGGIMMC_00140	100.0			98.795		95.181	95.181			100.0		95.181	97.189		
NIGGIMMC_00141	99.619			99.81		94.55	94.55			100.0		95.972	99.81		
NIGGIMMC_00142	98.982			98.473		98.473	98.473			100.0		95.065	99.237		
NIGGIMMC_00143	99.167			98.889		98.889	99.167			100.0		98.039	99.167		
NIGGIMMC_00144	98.246			98.83		99.415	99.415					98.83	98.246		
NIGGIMMC_00145	86.556			85.451		89.871	89.871			87.293		89.687	86.556		
NIGGIMMC_00146	97.845			95.474		96.344	96.129			96.597		97.419	94.828		
NIGGIMMC_00147	99.151			96.391		96.815	96.815			97.028		96.815			
NIGGIMMC_00148	98.087			97.814		97.541	97.541			98.087		97.814	98.907		
NIGGIMMC_00149	93.889			92.727		100.0	100.0			100.0		91.515	100.0		
NIGGIMMC_00150	96.724			96.724		96.724	96.917			96.917		94.798	98.459		
NIGGIMMC_00151	92.178			92.178		92.389	92.389			97.257		90.909	97.257		
NIGGIMMC_00152	98.164			98.588		99.435	99.435			97.458		99.011	96.893		
NIGGIMMC_00153	100.0			100.0		100.0	100.0			97.07			96.703		
NIGGIMMC_00154	97.884			97.884		99.471	99.471			99.471		96.825	99.471		
NIGGIMMC_00155	97.186			96.97		97.403	97.403			96.97		96.32	97.186		
NIGGIMMC_00156	90.395			90.395		95.48	95.48			90.96		93.22	90.395		
NIGGIMMC_00157	99.495			86.364		94.444	94.444			96.465		96.97	98.99		
NIGGIMMC_00158	97.386			97.712						93.464		97.685	98.693		
NIGGIMMC_00159	98.977	65.039	65.039	98.684		94.737	94.737					97.953	98.83		
NIGGIMMC_00160	98.958			98.333		98.333	98.333			99.167		98.542	98.542		
NIGGIMMC_00161	97.268			97.268		99.454	99.454			99.454		97.268	96.175		
NIGGIMMC_00162	97.222	65.462	65.462	97.059		97.222	97.222		64.386	94.281	65.06	97.222	97.222	64.386	65.392
NIGGIMMC_00163	85.535			78.704		99.686	99.686	67.014		99.371	67.82	100.0	78.704	68.056	
NIGGIMMC_00164	84.404			94.872		94.017	94.017			93.162		99.145	94.872		
NIGGIMMC_00165				100.0		92.958	92.958			92.958			100.0		
NIGGIMMC_00166	79.616			99.517		81.446	81.446			81.205		80.723	99.517		
NIGGIMMC_00167				97.917		97.656	97.656			99.471		99.471	97.917		
NIGGIMMC_00168						99.351	99.351					99.371			
NIGGIMMC_00169						98.83	98.83					98.83			
NIGGIMMC_00170				98.907		98.684	98.684					98.684	98.907		
NIGGIMMC_00171	98.851			95.402						98.276		100.0	95.977		
NIGGIMMC_00172	98.261			97.971		98.841	98.841					99.13	98.551		
NIGGIMMC_00173	97.647			97.255		97.647	100.0			96.863		100.0	96.471		
NIGGIMMC_00174	98.824			99.608		97.255	100.0			96.863		100.0	99.216		
NIGGIMMC_00175	96.429			97.321		95.536	99.107			97.321		96.429	95.238		
NIGGIMMC_00176	97.717			95.205		96.889	99.772			95.434		95.434	97.717		
NIGGIMMC_00177	97.403			97.403		95.238	99.134			96.97		97.619	89.394		
NIGGIMMC_00178	96.651			97.368		94.737	98.246			92.105		97.368	91.589		
NIGGIMMC_00179	95.139			96.991		93.75	88.889			95.139		96.991	96.759		
NIGGIMMC_00180	91.342			98.268		94.273	97.403			95.671		97.403	97.835		
NIGGIMMC_00181	97.917			95.833		95.602	95.139			98.148		95.139	95.833		
NIGGIMMC_00182	84.967			81.046		81.699	81.046			81.046		80.392	81.699		
NIGGIMMC_00183	95.042	70.356	70.356	95.781	70.356	94.093	95.359		71.747	95.781	70.356	96.097	95.675	71.897	69.419
NIGGIMMC_00184	99.695			98.882		98.679	99.316			99.593			99.085		
NIGGIMMC_00185	99.187			97.29		97.019	99.458			100.0			97.29		
NIGGIMMC_00186	99.048					97.133	99.221			99.131			95.87		
NIGGIMMC_00187	99.615					99.615	99.807			99.807					
NIGGIMMC_00188	97.97			97.449		99.831	99.831			97.97			97.956		
NIGGIMMC_00189	100.0			99.588		100.0	100.0			99.588			99.588		
NIGGIMMC_00190	98.551			100.0		100.0	100.0			99.034			99.034		
NIGGIMMC_00191	99.673			100.0		100.0	100.0			99.673			99.346		
NIGGIMMC_00192	98.268			100.0		100.0	100.0			98.268			99.134		
NIGGIMMC_00193	99.111	79.245	78.774	100.0	78.302	100.0	100.0	78.774	78.302	99.111	77.83		99.111	78.302	78.302
NIGGIMMC_00194				100.0	77.778	100.0									
NIGGIMMC_00195		95.833		100.0	95.833	100.0	100.0	95.833			95.833				95.833
NIGGIMMC_00196	98.808	91.667		98.26	91.667	100.0	100.0	91.392		98.808	91.758		97.984		92.94
NIGGIMMC_00197	100.0			100.0		100.0	100.0			100.0			100.0		
NIGGIMMC_00198				98.649		100.0	100.0								
NIGGIMMC_00199	97.647			98.824		100.0	100.0			97.647			97.647		
NIGGIMMC_00200	98.684			100.0		100.0	100.0			100.0			97.368		
NIGGIMMC_00201	100.0			100.0		100.0	100.0			100.0			100.0		
NIGGIMMC_00202	98.684			98.684		100.0	100.0			98.684			98.684		
NIGGIMMC_00203	98.82			98.82		100.0	100.0			99.115		99.705	99.41		
NIGGIMMC_00204	100.0	82.405	82.405	100.0	82.405	100.0	100.0	82.698	82.111	100.0	82.405	100.0	100.0	82.405	82.405
