gene	AP018714	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_029009	NC_029026	phief24c_oriented	TEX	V12_RAST
EFIMCMEB_00044	98.98	98.98	75.258	76.804	98.98	75.258	99.49	99.49	75.258	74.742	75.773	98.469	98.469	73.711	75.258
EFIMCMEB_00045	98.478	98.478	75.333	75.0	98.021	75.333	97.717	97.717	75.0	75.667	75.667	98.478	98.174	75.0	75.333
EFIMCMEB_00046	99.13	99.13	79.518	80.723	99.13	79.518	99.13	99.13	79.518	80.723	80.723	99.13	99.13	80.723	79.518
EFIMCMEB_00047	100.0	100.0			98.125		98.333	98.333				98.75	99.167		
EFIMCMEB_00048	98.333	98.667			99.0		99.333	99.333				98.667	99.003		
EFIMCMEB_00049	99.851	99.851	71.302	70.772	99.552	70.623	99.253	99.253	71.893	71.482	70.623	99.253	99.103	71.217	71.746
EFIMCMEB_00050	100.0	100.0	71.815	72.587	98.118	71.815	97.849	97.849	72.201	72.201	71.815	98.656	98.118	72.587	72.587
EFIMCMEB_00051	99.679	99.679			100.0		99.679	99.679				98.718	99.679		
EFIMCMEB_00052	98.382	98.382			99.029		98.706	98.706				99.029	99.353		
EFIMCMEB_00053	98.701	98.701			99.567		98.701	98.701				98.701	99.567		
EFIMCMEB_00054	98.418	98.305	70.598	70.219	97.74	70.432	98.644	98.644			70.432	98.756	99.096	69.752	68.799
EFIMCMEB_00055	96.693	96.535			85.781		97.953	97.953				96.85	85.938		
EFIMCMEB_00056	98.787	98.787	68.7	68.966	98.44	68.717	98.614	98.614	68.668	69.022	68.449	97.054	98.614	68.684	68.668
EFIMCMEB_00057	97.598	99.85	66.554	66.325	98.348	66.554	98.048	98.048	65.476	66.667	66.554	98.048	98.799	66.29	65.306
EFIMCMEB_00058	99.155	99.419			98.838		99.313	99.313				98.521	98.521		
EFIMCMEB_00059	97.538	97.538	72.472	72.39	98.769	72.472	99.053	99.053	72.663	72.2	72.472	99.337	98.106	72.362	72.663
EFIMCMEB_00060	99.253	99.321	77.004	76.929	99.525	76.854	99.117	99.117	77.228		76.854	99.389	99.457	77.079	77.528
EFIMCMEB_00061	99.598	99.598			99.732		99.329	99.329				99.598	99.396		
EFIMCMEB_00062	99.284	99.761						84.41		69.174					
EFIMCMEB_00063	99.206	100.0			99.206		99.206	96.825				98.413	99.206		
EFIMCMEB_00064	95.639	93.873	86.501		91.547	86.397	95.639	95.639	86.293	94.917	86.397				86.293
EFIMCMEB_00065	99.155	99.718	82.27	82.596	98.435	82.285	98.905	98.779	82.009	81.977	82.322	98.592	98.811	82.325	82.208
EFIMCMEB_00066	99.237	99.237			98.092		98.855	98.473	71.186			96.947	96.947		
EFIMCMEB_00067	97.917	100.0	73.362	72.926	97.708	73.581	97.5	97.5	71.616	73.362	72.926	99.167	97.708	72.052	73.581
EFIMCMEB_00068	98.826	99.301										99.551			
EFIMCMEB_00069	99.335	99.905	76.547	76.048	97.699	76.547	97.699	97.699	78.044	77.345	76.447	98.955	99.041	78.343	76.547
EFIMCMEB_00070	97.447	100.0	77.647	78.498	98.723	77.647	99.007	99.007	76.73	77.32	77.794	98.582	98.298	76.73	78.792
EFIMCMEB_00071	97.207	100.0	74.349	76.022	99.814	74.349	99.814	99.814	75.279	76.58	76.022	99.814	98.51	74.535	74.907
EFIMCMEB_00072	98.356	99.402	74.203	74.507	98.804	74.203	98.356	98.356	74.164	74.507	74.203	98.505	98.206	74.62	74.81
EFIMCMEB_00073	99.32	100.0			97.959		97.959	97.959				98.639	97.959	72.059	
EFIMCMEB_00074		99.325			98.485		97.934	97.934				97.796	97.383		
EFIMCMEB_00075	97.121	99.129	63.602	63.381	94.444	63.602	95.978	96.476	64.915	63.267	63.348	95.481	95.643	64.803	63.188
EFIMCMEB_00076	99.58	99.525	72.478	71.609	97.408	72.081	96.861	98.047	72.189	71.549	72.069	95.309	97.663	71.879	72.506
EFIMCMEB_00077	99.408	99.869	70.098	69.841	99.31	70.334	98.323	98.323	70.665	70.521	70.17	98.159	99.211	70.518	70.098
EFIMCMEB_00078	98.476	99.912	69.629	69.355	96.834	69.629	98.622	98.622	69.163	70.554	69.444	98.651	97.156	69.466	69.629
EFIMCMEB_00079	99.497	99.497	78.351	78.351	99.497	78.351	99.497	99.497	79.275	79.793	78.351	99.497	99.497	79.793	78.351
EFIMCMEB_00080	99.306	99.132	78.007	77.281	99.132	77.281	98.958	98.958	77.663	77.312	78.007	99.306	98.958	77.835	78.007
EFIMCMEB_00081	99.156	99.156	72.941	72.941	99.367	72.941	98.734	98.734	73.882	73.647	73.412	98.523	99.367	73.882	72.941
EFIMCMEB_00082	97.651			94.186			97.471	97.471				98.557			
EFIMCMEB_00083	98.982	99.213	88.347	88.076	99.213	88.076	98.728	98.728	87.263	87.332	88.618	99.213	99.213	88.076	88.076
EFIMCMEB_00084	99.649	99.474	81.568	81.568	99.883	81.51	91.754	91.754	81.744	81.297	81.334	99.064	99.883	81.707	81.51
EFIMCMEB_00085	100.0	99.882	74.087	74.558	99.527	74.087	99.645	99.764	74.558	74.558	74.441	98.818	99.645	74.558	74.087
EFIMCMEB_00086	98.86	100.0	73.95	73.95	98.575	73.95	98.575	100.0	74.79	74.51	73.95	97.721	98.575	74.23	73.95
EFIMCMEB_00087	99.639	98.556	72.222	72.222	99.278	72.222	98.917	98.556	72.963	72.593	72.222	98.917	99.278	73.333	73.333
EFIMCMEB_00088	99.425	98.506	72.255	72.071	99.195	71.834	99.425	98.506	71.953	71.479	72.189	98.966	99.31	72.071	71.834
EFIMCMEB_00089	98.333	97.333	76.671	76.671	98.778	75.889	99.0	97.333	75.889	76.0	76.671	98.333	99.333	76.905	76.671
EFIMCMEB_00090	91.288	91.667			92.045		92.045	91.667				91.667	92.045		
EFIMCMEB_00091	98.575	100.0	83.754	83.754	98.575	83.754	98.575	100.0	83.754	83.754	83.473	99.72	98.575	83.193	84.034
EFIMCMEB_00092	99.318	99.903	83.194	83.09	99.416	83.09	97.468	99.903	82.5	82.672	83.09	99.221	99.318	82.568	82.881
EFIMCMEB_00093	98.495	100.0			98.495		93.996	98.101				99.14	98.495		
EFIMCMEB_00094	98.938	100.0	75.751	75.751	99.575	75.751	99.363	100.0	75.966	76.395	75.751	99.363	99.151	75.966	75.751
EFIMCMEB_00095	96.029	99.88	78.204	78.333	99.089	78.349	95.166	99.497	78.928	78.639	78.406	95.608	99.06	78.711	78.204
EFIMCMEB_00096	98.261	99.13			99.71		97.971	99.42				98.261	100.0		
EFIMCMEB_00097	93.245	99.035	88.61	88.61	99.276	88.224	93.727	94.451	83.859	81.262	88.61	98.552	99.397	83.302	88.61
EFIMCMEB_00098	95.362	99.42			99.13		96.812	96.232				97.391	99.13		
EFIMCMEB_00099	97.908	99.442	67.793	67.992	98.466	67.594	99.024	98.047		67.793	67.992	96.932	99.442		67.793
EFIMCMEB_00100	99.543	98.174			98.63		99.543	95.89				95.89	99.543		
EFIMCMEB_00101	98.061	98.892	73.423	74.324	99.446	74.324	97.784	96.676	72.961	74.249	73.874	96.953	98.017	72.961	73.423
EFIMCMEB_00102		96.467	76.205	75.991		76.654			76.584		76.224		97.917	76.816	
EFIMCMEB_00103	100.0	100.0	79.459	80.541	100.0	78.919	100.0		80.541	81.081	81.081	97.849	100.0	78.919	79.459
EFIMCMEB_00104	99.51	99.51	76.617	76.617	98.5	77.114	97.5	97.5	76.617	77.114	76.617	98.5	98.0	76.617	76.617
EFIMCMEB_00105	99.359	100.0			99.679		98.718	98.718				99.038	100.0		
EFIMCMEB_00106	98.519	100.0			100.0		99.259	99.259				100.0	100.0		
EFIMCMEB_00107					99.234		100.0	100.0	74.627	74.627		99.617	99.234		
EFIMCMEB_00108	100.0	100.0	82.405	82.405	100.0	82.405	100.0	100.0	82.698	82.111	82.405	100.0	100.0	82.405	82.405
EFIMCMEB_00109	99.115	99.115			99.115		99.115	99.115				98.82	98.525		
EFIMCMEB_00110	98.684	100.0			100.0		98.684	98.684					100.0		
EFIMCMEB_00111	100.0	100.0			100.0		100.0	100.0					100.0		
EFIMCMEB_00112	100.0	98.684			100.0		100.0	100.0					97.368		
EFIMCMEB_00113	97.647	100.0			98.824		97.647	97.647					100.0		
EFIMCMEB_00114		100.0											100.0		
EFIMCMEB_00115	100.0	100.0			100.0		100.0	100.0					100.0		
EFIMCMEB_00116	98.808	100.0	92.026		98.35	92.026	98.808	98.808	91.751		92.117		98.443		93.325
EFIMCMEB_00117	99.111	100.0	78.873	78.404	99.111	77.934	99.111	99.111	78.404	77.934	77.465		100.0	77.934	77.934
EFIMCMEB_00118	98.268	100.0			98.268		98.268	98.268					99.134		
EFIMCMEB_00119	99.673	100.0			99.673		99.673	99.673					99.673		
EFIMCMEB_00120	99.034	99.517			99.034		99.034	99.034					100.0		
EFIMCMEB_00121	99.588	99.588			99.177		99.588	99.588					99.177		
EFIMCMEB_00122	97.97	100.0			99.49		98.139	98.139					99.319		
EFIMCMEB_00123	99.807	99.422					99.422	99.615							
EFIMCMEB_00124	99.131	99.392			95.762		97.397	99.566					96.223		
EFIMCMEB_00125	99.593	99.695			98.679		98.272	99.487					99.085		
EFIMCMEB_00126		99.301	89.635	89.753		89.753		99.534	89.277	89.977	89.976		99.301	89.627	89.87
EFIMCMEB_00127		100.0	85.714	85.714		88.571		99.333	85.714	85.714	85.714		100.0	87.619	87.619
EFIMCMEB_00128		98.966	87.927	87.664		88.451		99.483		87.402	87.139		99.483		87.927
EFIMCMEB_00129	95.781	98.629	68.836	68.836	97.996	68.836	96.414	98.523		70.375	68.836	98.207	99.262	70.76	70.02
EFIMCMEB_00130	81.046	94.771			83.007		82.353	83.007				82.353	82.353		
EFIMCMEB_00131	98.148	99.769			95.833		95.602	95.139				95.139	95.833		
EFIMCMEB_00132	95.671	95.671			94.805		95.133	93.939				95.671	95.175		
EFIMCMEB_00133	95.139	98.611			97.685		93.287	90.046				97.222	97.454		
EFIMCMEB_00134	92.105	91.787			93.86		93.421	90.351				91.228	88.785		
EFIMCMEB_00135	96.97	96.537			95.238		96.753	96.97				95.455	88.312		
EFIMCMEB_00136	95.434	95.662			98.63		93.778	95.205				98.402	95.662		
EFIMCMEB_00137	97.321	98.512			99.405		94.94	97.619				99.107	95.536		
EFIMCMEB_00138	96.863	97.255			96.471		94.902	96.863				96.863	96.863		
EFIMCMEB_00139	96.863	98.431			98.039		96.078	96.863				96.863	97.255		
EFIMCMEB_00140	97.973	99.324			97.973		97.973	97.973				97.973	99.324		
EFIMCMEB_00141	98.0	100.0			98.0		99.333	97.333				98.0	98.667		
EFIMCMEB_00142	98.276	99.425			93.678							98.276	94.253		
EFIMCMEB_00143		95.322			95.522								95.522		
EFIMCMEB_00144	99.471				98.413		98.148	98.148				99.483	98.413		
EFIMCMEB_00145	81.205	91.304			81.205		98.309	98.309				99.517	81.205		
EFIMCMEB_00146	92.958				92.958		100.0	100.0					92.958		
EFIMCMEB_00147	93.162	82.569			96.581		99.145	99.145				92.308	96.581		
EFIMCMEB_00148	99.371	84.906			78.704		99.686	99.686				99.371	78.704		
EFIMCMEB_00149	94.281	94.118			93.954		92.81	92.81				92.81	93.791		
EFIMCMEB_00150	99.454	97.814			97.814		100.0	100.0				97.814	96.721		
EFIMCMEB_00151	99.167	99.792			99.167		98.75	98.75				98.958	98.958		
EFIMCMEB_00152	97.329	98.516	71.689	72.146	96.736	71.689	92.878	92.878	71.892	72.432	71.233	97.923	97.329	72.432	71.689
EFIMCMEB_00153	99.573	99.573			100.0		96.581	96.581				96.154	98.291		
EFIMCMEB_00154	93.464	92.81			93.137							95.37	94.118		
EFIMCMEB_00155	96.465	95.96			86.0		95.96	95.96				98.485	96.465		
EFIMCMEB_00156	90.96	94.915			94.915		92.655	92.655				91.525	94.915		
EFIMCMEB_00157	96.97	97.619			97.403		98.268	98.268				97.619	99.351		
EFIMCMEB_00158	99.471	98.413			98.413		100.0	100.0				97.354	100.0		
EFIMCMEB_00159	97.07	97.07			97.07		97.07	97.07					98.901		
EFIMCMEB_00160	97.458	98.164			98.588		98.023	98.023				97.881	99.435		
EFIMCMEB_00161	97.257	92.389			92.389		91.755	91.755				91.121	99.578		
EFIMCMEB_00162	96.917	97.881			97.303		97.495	98.459				96.146	96.532		
EFIMCMEB_00163	100.0	93.333			92.727		100.0	100.0				91.515	100.0		
EFIMCMEB_00164	98.087	100.0			99.727		96.721	97.814				98.087	98.634		
EFIMCMEB_00165	97.028	97.452			95.754		97.028	97.028				97.24			
EFIMCMEB_00166	96.597	97.382			94.764		96.063	95.538				96.859	95.812		
EFIMCMEB_00167	87.293	99.263			97.422		95.948	95.948				96.501	99.263		
EFIMCMEB_00168	100.0	99.167			98.889		98.889	99.167				98.039	99.167		
EFIMCMEB_00169	100.0	98.982			98.473		98.473	98.473				95.065	99.237		
EFIMCMEB_00170					82.468		94.805	94.805				99.351	82.468		
EFIMCMEB_00171	100.0	99.359			99.679		94.231	94.231				96.154	99.679		
EFIMCMEB_00172	100.0	100.0			98.795		95.181	95.181				95.181	97.189		
EFIMCMEB_00173	99.225	97.287			97.868		96.512	96.512				94.961	98.062		
EFIMCMEB_00174	98.99	95.96			95.455		94.949	94.949				92.424	97.98		
EFIMCMEB_00175												96.855			
EFIMCMEB_00176	100.0	97.9			77.487		78.906	78.906				94.737	77.487		
EFIMCMEB_00177	97.222	97.619			95.0		96.825	97.222				97.222	95.0		
EFIMCMEB_00178	99.556	98.222			99.111		95.556	95.556				96.0	99.111		
EFIMCMEB_00179	97.917	97.917			97.917		97.917	97.917				95.833	97.396		
EFIMCMEB_00180		99.282	72.076	72.368		71.93				72.222	71.596			72.409	72.661
EFIMCMEB_00181	97.756	98.397			95.192		96.795	96.795				97.436	98.077		
EFIMCMEB_00182	99.688	96.644	93.125		93.96	93.624	99.329	99.329				95.638	97.987		93.624
EFIMCMEB_00183	95.139	95.139				86.111			93.056	92.361				97.917	
EFIMCMEB_00184	97.378		89.85			91.011			90.602	87.594		93.258	94.007		90.637
EFIMCMEB_00185	98.611	97.222													
EFIMCMEB_00186	93.257	92.407			90.1		93.678	93.678				90.948	89.655		
EFIMCMEB_00187		99.531													
EFIMCMEB_00188	97.807						96.053	96.053							
EFIMCMEB_00189	99.02				100.0		99.02	99.02				99.02	98.039		
EFIMCMEB_00190	96.667	94.444			94.167		96.111	96.111				95.833	97.778		
EFIMCMEB_00191	99.479	99.479			98.958		98.958	98.958				98.438	98.958		
EFIMCMEB_00192	96.7	98.693					96.732	96.732							
EFIMCMEB_00193	100.0				97.63		99.531	99.531				98.985	97.63		
EFIMCMEB_00194													95.54		
EFIMCMEB_00195							96.991	96.991				99.306	97.222		
EFIMCMEB_00196	93.493	95.578			95.548		95.89	95.89				95.205	96.575		
EFIMCMEB_00197		98.83													
EFIMCMEB_00198	93.72	93.72			98.058		97.573	97.573				96.117	95.169		
EFIMCMEB_00199		96.97			95.595		98.268	98.268				97.403	95.154		
EFIMCMEB_00200		97.967			98.374							97.561	97.561		
EFIMCMEB_00201	95.868	98.765											99.177		
EFIMCMEB_00202	94.686	94.686			95.652		94.203	94.203				94.686	94.686		
EFIMCMEB_00203			76.923	76.923	88.596					77.027				76.923	76.018
EFIMCMEB_00204	93.617	100.0			97.163		97.872	97.872				100.0	100.0		
EFIMCMEB_00205	97.531	97.84			98.122		93.519	93.519				98.457	95.988		
EFIMCMEB_00206	96.667	97.0			97.333		95.333	95.333				99.0	97.333		
EFIMCMEB_00207	97.454	98.38			96.528		96.296	96.296				97.222	96.528		
EFIMCMEB_00208	96.667	97.273			95.152		96.97	96.97				88.146	95.152		
EFIMCMEB_00209	99.533	98.754			96.573		98.754	98.754				98.131	96.573		
EFIMCMEB_00210	95.897				98.974								98.974		
EFIMCMEB_00211	95.833	92.908			99.306		91.489	91.489				96.528	99.306		
EFIMCMEB_00212	91.824				95.597		91.824	91.824				92.453	95.597		
EFIMCMEB_00213	97.778				99.365								99.524		
EFIMCMEB_00214	94.484	94.964			96.802							94.964	97.122		
