gene	AP018714	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	NC_029026	phief24c_oriented	TEX	V12_RAST
ENPKHIHN_00130	96.309	94.966		95.724	93.421	96.262	96.262			96.644		95.95	95.639		93.421
ENPKHIHN_00131	97.436			95.513		97.756	97.756			98.397		98.397	99.038		
ENPKHIHN_00132		71.72	71.866		71.429				71.72	99.282	71.157			72.052	72.157
ENPKHIHN_00133	97.917			98.958		96.875	96.875			97.917		96.875	98.438		
ENPKHIHN_00134	98.667			99.111		94.667	94.667			98.222		96.889	98.222		
ENPKHIHN_00135	99.603			97.5		97.619	98.016			97.619		98.81	97.5		
ENPKHIHN_00136	97.9			77.105		78.01	78.01			97.9		96.842	77.105		
ENPKHIHN_00137	95.96			93.434		93.939	93.939			95.96		93.434	95.96		
ENPKHIHN_00138	97.674			95.93		96.899	96.899			97.287		94.186	96.124		
ENPKHIHN_00139	100.0			98.795		95.181	95.181			100.0		95.181	97.189		
ENPKHIHN_00140	99.619			99.81		94.55	94.55			99.359		95.972	99.81		
ENPKHIHN_00141	98.982			98.982		98.982	98.982			98.982		95.584	99.746		
ENPKHIHN_00142	99.167			99.167		99.722	100.0			99.167		98.319	100.0		
ENPKHIHN_00143	98.246			99.415		98.83	98.83					98.246	100.0		
ENPKHIHN_00144	86.556			98.158		95.212	95.212			99.263		95.764	100.0		
ENPKHIHN_00145	97.845			96.344		95.474	95.259			97.382		97.414	95.699		
ENPKHIHN_00146	99.151			95.966		97.028	97.028			97.452		97.24			
ENPKHIHN_00147	98.087			99.727		96.721	97.814			100.0		98.087	98.634		
ENPKHIHN_00148	93.889			99.394		93.889	93.889			93.333		93.333	93.889		
ENPKHIHN_00149	96.724			98.266		97.303	98.266			97.881		95.183	96.724		
ENPKHIHN_00150	92.178			100.0		99.367	99.367			92.389		96.203	91.966		
ENPKHIHN_00151	98.164			99.576		98.729	98.729			98.164		98.588	97.599		
ENPKHIHN_00152	100.0			100.0		100.0	100.0			97.07			96.703		
ENPKHIHN_00153	97.884			100.0		98.413	98.413			98.413		97.884	98.413		
ENPKHIHN_00154	97.186			99.784		96.97	96.97			97.619		96.32	97.835		
ENPKHIHN_00155	90.395			100.0		88.136	88.136			94.915		87.006	100.0		
ENPKHIHN_00156	99.495			86.869		93.939	93.939			95.96		97.475	99.495		
ENPKHIHN_00157	97.386			99.673						92.81		95.833	97.386		
ENPKHIHN_00158	98.977	65.197	65.197	98.538		95.468	95.468					97.953	98.392		
ENPKHIHN_00159	98.958			98.958		98.542	98.542			99.792		98.75	98.75		
ENPKHIHN_00160	97.268			100.0		97.814	98.016			97.814		100.0	98.907		
ENPKHIHN_00161	97.222			99.837		95.425	95.425			94.118		95.752	99.673		
ENPKHIHN_00162	85.535	69.128	69.128	79.63	67.677	85.22	85.22	68.858	67.918	84.906	67.34	85.535	79.63	69.024	68.121
ENPKHIHN_00163	84.404			84.404		83.486	83.486			82.569		83.486	84.404		
ENPKHIHN_00164	79.616			79.137		92.029	92.029			91.304		90.821	79.137		
ENPKHIHN_00165				96.28						95.322			95.935		
ENPKHIHN_00166	98.851			94.253						99.425		98.851	94.828		
ENPKHIHN_00167	98.261			98.551		98.841	98.261					98.551	99.13		
ENPKHIHN_00168	97.647			99.608		96.863	97.647			98.431		97.647	98.824		
ENPKHIHN_00169	98.824			98.431		97.647	98.824			97.255		98.824	99.608		
ENPKHIHN_00170	96.429			97.917		94.345	96.429			98.512		98.81	95.238		
ENPKHIHN_00171	97.717			95.434		97.333	97.945			95.662		95.662	100.0		
ENPKHIHN_00172	97.403			95.671		94.589	96.753			96.537		96.104	87.879		
ENPKHIHN_00173													81.176		
ENPKHIHN_00174	96.651			97.101		93.237	94.313			91.787		95.169	93.204		
ENPKHIHN_00175	95.139			97.222		92.593	89.583			98.611		96.759	96.991		
ENPKHIHN_00176	91.342			90.476		91.593	89.61			95.671		91.342	90.789		
ENPKHIHN_00177	97.917			95.602		95.37	94.907			99.769		94.907	95.602		
ENPKHIHN_00178	84.967			79.085		79.739	79.085			94.771		78.431	78.431		
ENPKHIHN_00179	95.042	68.972	68.972	98.523	68.972	96.519	98.84		70.188	98.629	68.972	98.734	98.101	70.726	70.553
ENPKHIHN_00180		86.877	86.614		87.402		98.966		86.352	98.966	86.089		99.483		86.877
ENPKHIHN_00181		85.714	85.714		88.571		99.333	85.714	85.714	100.0	85.714		100.0	87.619	87.619
ENPKHIHN_00182		89.635	89.753		89.753		99.534	89.161	89.86	99.301	89.976		100.0	89.51	89.87
ENPKHIHN_00183	99.695			98.984		98.374	99.487			99.695			99.39		
ENPKHIHN_00184	99.187			97.561		97.29	99.187			99.187			97.561		
ENPKHIHN_00185	99.048					97.567	99.481			99.392			95.958		
ENPKHIHN_00186	99.615					99.615	99.422			99.422					
ENPKHIHN_00187	97.97			99.49		98.139	98.139			100.0			99.319		
ENPKHIHN_00188	100.0			99.588		100.0	100.0			99.588			99.588		
ENPKHIHN_00189	98.551			98.551		98.551	98.551			99.517			99.517		
ENPKHIHN_00190	99.673			99.673		99.673	99.673			100.0			99.673		
ENPKHIHN_00191	98.268			98.268		98.268	98.268			100.0			99.134		
ENPKHIHN_00192	99.111	78.873	78.404	99.111	77.934	99.111	99.111	78.404	77.934	100.0	77.465		100.0	77.934	77.934
ENPKHIHN_00193	98.808	92.026		98.35	92.026	98.808	98.808	91.751		100.0	92.117		98.443		93.325
ENPKHIHN_00194	100.0			100.0		100.0	100.0			100.0			100.0		
ENPKHIHN_00195										100.0			100.0		
ENPKHIHN_00196	97.647			98.824		97.647	97.647			100.0			100.0		
ENPKHIHN_00197	98.684			98.684		98.684	98.684			98.684			98.684		
ENPKHIHN_00198	100.0			100.0		100.0	100.0			100.0			100.0		
ENPKHIHN_00199	98.684			100.0		98.684	98.684			100.0			100.0		
ENPKHIHN_00200	98.82			100.0		98.82	98.82			99.115		99.115	98.23		
ENPKHIHN_00201	100.0	82.405	82.405	100.0	82.405	100.0	100.0	82.698	82.111	100.0	82.405	100.0	100.0	82.405	82.405
