gene	AP018714	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029026	phief24c_oriented	TEX	V12_RAST
MHALOBAC_00146	76.067	76.022	97.765	98.324	76.022	97.765	75.836	75.836	97.579	97.579	76.022	76.208	76.208	96.089	98.138
MHALOBAC_00147	76.765	77.794	99.574	96.312	77.206	99.574	77.059	77.059	87.801	91.489	77.794	77.206	76.912	87.943	96.738
MHALOBAC_00148	76.547	76.447	98.703	99.401	76.239	98.703	75.834	75.834	88.922	92.016	76.447	76.048	76.524	89.321	98.603
MHALOBAC_00149			97.555	97.069		97.605									97.555
MHALOBAC_00150	74.017	72.926	96.25	97.917	73.799	96.25	74.017	74.017	93.125	97.292	72.926	73.856	74.236	94.792	96.458
MHALOBAC_00151	82.074	82.104	94.46	98.469	81.917	94.881	82.068	82.008	93.496	94.309	82.322	81.796	81.881	94.152	94.369
MHALOBAC_00152	90.135	88.266	99.896		81.404	99.377	90.135	90.135	99.273	89.823	86.397				98.858
MHALOBAC_00153			97.101	99.517		98.068			98.068	94.686				98.551	99.034
MHALOBAC_00154	74.772	74.392	99.043	96.734	73.672	97.748	73.744	74.544	98.029	97.356	74.212	73.999	73.8	98.142	99.043
MHALOBAC_00155			99.513	98.783		98.358			98.054	98.114				98.114	99.513
MHALOBAC_00156	76.479	76.554	96.538	97.352	76.779	98.167	76.704	76.704	95.384	95.076	76.854	76.854	76.554	95.927	94.908
MHALOBAC_00157	73.073	73.073	99.712	98.365	72.773	100.0	72.673	72.673	95.197	95.101	72.472	72.272	72.573	95.485	95.197
MHALOBAC_00158			99.63	97.359		99.947			97.517	96.302				97.57	97.728
MHALOBAC_00159	67.174	66.385	99.848	99.394	67.063	100.0	66.553	66.553	96.818	91.97	66.554	66.723	66.893	95.606	96.97
MHALOBAC_00160	69.622	69.622	99.527	98.011	69.297	99.905	69.297	69.297	96.97	96.117		69.339	69.73	98.106	97.348
MHALOBAC_00161	71.262	71.262	99.32	97.506	70.598	100.0	70.93	70.93	91.859	96.475	70.432	71.096	70.764	97.959	95.918
MHALOBAC_00162			98.312	100.0		100.0			97.046	98.312				98.312	96.203
MHALOBAC_00163			98.397	98.718		100.0			96.795	98.077				97.115	97.436
MHALOBAC_00164			99.359	99.038		100.0			98.077	98.397				98.397	98.718
MHALOBAC_00165	71.815	71.815	100.0	99.458	71.429	100.0	73.043	73.043	96.748	96.748	71.815	71.429	71.429	98.374	96.206
MHALOBAC_00166			99.383	98.92		100.0			96.914						97.685
MHALOBAC_00167	70.623	70.623	98.235	98.525	70.772	100.0	70.475	70.475	97.5	99.472	70.623	70.475	70.475	95.742	98.378
MHALOBAC_00168			99.454	96.995		100.0			97.268	96.448				97.541	96.995
MHALOBAC_00169			99.517	99.524		100.0			99.048	99.524				99.048	99.048
MHALOBAC_00170			99.764	97.163		99.764			97.872	95.272				93.853	95.272
MHALOBAC_00171	75.098	75.098	98.868	99.497	75.098	98.868	74.837	74.837	97.736	98.113	75.667	75.098	74.967	97.987	98.365
MHALOBAC_00172	77.199	77.199	99.038	99.359	76.547	99.038	76.873	76.873	98.397	97.756	75.773	76.873	77.199	97.436	97.749
MHALOBAC_00173	67.625	67.665	97.867	98.798	67.166	97.867	67.5	67.5	97.61	97.61	67.5	67.041	67.25	96.929	97.597
MHALOBAC_00174									98.952	99.161					
MHALOBAC_00175	70.425	70.612	99.769	97.922	70.56	98.523	70.425	70.425	97.184	97.88	70.111	70.29	72.204	95.06	97.461
MHALOBAC_00176	77.994	78.317	100.0	99.425	77.994	100.0	77.67	77.67	99.138	99.138	77.994	78.317	77.994	98.563	98.563
MHALOBAC_00177	64.516	64.418	99.123	98.421		98.596			95.351	95.263	64.195			95.351	98.07
MHALOBAC_00178	75.988	75.988	100.0	98.227	76.439	98.936	76.259	75.403	97.163	96.853	76.428	76.439	76.148	96.897	96.897
MHALOBAC_00179	75.33	75.33	99.697	98.182	73.0	95.455	73.004	74.242	96.364	95.758	73.333	73.0	72.575	96.364	95.152
MHALOBAC_00180	84.956	84.956	99.283	99.642	84.956	100.0	85.398	85.398	99.283	99.642	84.956	84.956	84.956	98.925	100.0
MHALOBAC_00181			96.825	96.575		97.577			93.317	95.071				93.888	97.911
MHALOBAC_00182	74.224	74.224	97.315	96.421	74.94	97.291	74.94	74.94	92.744	92.394		74.94	74.463	93.424	96.868
MHALOBAC_00183			98.519	99.63		99.259			82.222	82.222				82.222	99.259
MHALOBAC_00184	64.595	64.595	98.509	99.468		98.403	64.74		87.859	89.67	64.945			88.285	98.19
MHALOBAC_00185	75.025	75.431	98.724	98.884	75.33	97.847	75.635	75.736	94.737	96.571	75.736	75.025	75.533	95.295	97.289
MHALOBAC_00186			98.103	98.103		97.832			97.019	98.103				97.019	98.103
MHALOBAC_00187			95.969	97.519		98.915			95.814	94.884				95.659	98.45
MHALOBAC_00188	72.175	72.175	98.65	98.65	72.316	98.516	72.034	72.316	97.841	98.65	72.316	71.751	71.893	97.031	98.381
MHALOBAC_00189	70.134	70.134	97.222	97.619	69.257	97.817	70.134	69.463	94.643	94.841	70.134	69.799	70.134	95.833	98.016
MHALOBAC_00190	66.591	66.591	97.693	98.962	66.591	97.578	65.909	67.045	84.775	84.775	64.625	66.364	65.038	85.236	97.578
MHALOBAC_00191			97.632	97.45		96.709			75.495	75.315				75.943	96.161
MHALOBAC_00192			96.82	96.702		96.466			94.464	93.404				97.173	97.409
MHALOBAC_00193			96.875	96.875		92.101			93.142					92.969	96.267
MHALOBAC_00194			97.996	97.996		96.35			93.443	68.67				93.443	96.175
MHALOBAC_00195	75.529	76.435	98.132	98.132	76.133	98.707	75.68	75.68	97.989	96.408	76.284	75.68	75.831	97.701	98.563
MHALOBAC_00196	70.833	71.094	98.925	96.774	70.833	97.634	71.094	71.094	94.624	94.409	70.573	70.573	70.833	95.054	98.71
MHALOBAC_00197			94.898	94.558		92.273			90.357	90.878				90.878	94.138
MHALOBAC_00198			98.185	97.613		99.133			86.894	94.828				95.951	98.267
MHALOBAC_00199			97.326	99.109		97.148			89.305	89.661				91.622	97.326
MHALOBAC_00200			87.764	94.515		100.0			92.827	91.139				83.544	94.937
MHALOBAC_00201			99.197	99.598		99.598			97.992	93.574				99.598	99.197
MHALOBAC_00202			95.425	94.771		98.286				87.168					95.207
MHALOBAC_00203			95.61	96.787										94.239	97.531
MHALOBAC_00204				98.901		97.436									
