gene	AP018714	AP018715	Ben	Bill	Bob	Bop	Car	Carl	CCS1	KY549443	NC_027335	NC_029009	phief24c_oriented	TEX	V12_RAST
IJMJAIPA_00092		98.942			98.413								98.413		
IJMJAIPA_00093	100.0	97.119			89.691						100.0		89.175		
IJMJAIPA_00094	98.667	99.733			92.267						98.933		94.933		
IJMJAIPA_00095	93.506	93.506			95.238		95.238	95.238			93.506		93.939		
IJMJAIPA_00096	93.651	93.915			95.767		96.296	96.296			93.915		94.974		
IJMJAIPA_00097	89.891	89.617			94.35		89.617	89.617			89.891		94.068		
IJMJAIPA_00098	93.197	93.197			93.537		93.537	93.537			93.537		93.537		
IJMJAIPA_00099	88.779	88.779			82.258		88.779	88.779			88.449		88.449		
IJMJAIPA_00100	97.36	97.36			96.37		96.7	96.7			96.7		96.7		
IJMJAIPA_00101	95.996	95.717			95.996		95.81	95.81			95.624		95.717		
IJMJAIPA_00102	97.465	97.465			95.184		97.212	97.465			97.465		95.184		
IJMJAIPA_00103	97.909	97.561			98.955		97.569	97.561			97.561		98.955		
IJMJAIPA_00104	99.603	99.603			100.0		98.413	99.603			100.0		100.0		
IJMJAIPA_00105	97.802	100.0			98.901		97.07	100.0			99.267		99.267		
IJMJAIPA_00106	82.313	100.0			98.83		80.347	100.0			100.0		98.83		
IJMJAIPA_00107	96.252	99.211			96.252		93.886	99.014			99.211		97.041		
IJMJAIPA_00108	98.813	98.684			98.377		97.149	97.581			98.857		98.07		
IJMJAIPA_00109	98.932	98.504	70.313	70.833	99.145	70.284	98.718	98.718	70.052	69.271	98.932	70.573	98.504	70.052	71.094
IJMJAIPA_00110	98.116	98.406	75.68	76.133	97.826	75.68	98.261	98.261	75.68	75.144	98.696	75.68	98.841	76.235	76.133
IJMJAIPA_00111	91.877	92.062			99.634		94.277	94.277			91.262		93.538		
IJMJAIPA_00112	96.336	95.626			96.454		95.981	95.981			97.636		95.863		
IJMJAIPA_00113	98.135	98.135	65.909	64.319	98.019		97.552	98.019			98.368	66.364	97.669		65.455
IJMJAIPA_00114	96.296	96.011			94.872		98.006	98.291			96.296		95.726		
IJMJAIPA_00115	99.014	99.211	69.128	70.667	99.014	69.799	98.619	99.803	70.707	70.707	99.606	69.799	99.211	69.799	68.792
IJMJAIPA_00116	98.516	98.381	72.034	72.034	98.92	71.61	98.785	99.055	72.175	71.469	99.19	71.751	98.65	71.893	72.034
IJMJAIPA_00117	98.551	97.746			97.907		98.712	98.39			98.712		98.229		
IJMJAIPA_00118	98.933	98.4			99.467		98.667	98.933			99.467		99.467		
IJMJAIPA_00119	99.24	98.67	74.747	74.747	98.575	75.96	98.67	98.67	74.645	74.393	98.006	75.025	98.765	75.152	75.254
IJMJAIPA_00120	98.952	98.952			98.742		98.786	98.455			95.493		98.847		
IJMJAIPA_00121	99.663	99.663			94.631		99.663	98.99			95.302		95.302		
IJMJAIPA_00122	99.099	99.099	74.163	73.034	98.874	74.215	100.0	100.0	72.967	73.077		74.94	99.55	72.727	72.36
IJMJAIPA_00123	99.273	99.273			99.273		99.169	99.273			99.265		99.065		
IJMJAIPA_00124	100.0	100.0	85.398	84.956	100.0	84.956	99.111	99.111	84.956	84.956	99.556	84.956	100.0	85.398	84.956
IJMJAIPA_00125	98.73	98.73	73.0	73.667	99.365	73.0	98.095	98.73	76.0	75.0	99.683	73.0	99.048	76.0	73.0
IJMJAIPA_00126	99.142	99.142	76.439	76.471	97.784	76.349	97.784	96.996	75.45	77.28	98.283	76.439	97.606	75.54	75.608
IJMJAIPA_00127	98.295	98.217			99.225		98.295	98.295			98.527		98.837		
IJMJAIPA_00128	99.722	99.444	78.317	77.67	99.16	78.317	99.444	99.444	78.317	78.641	99.722	78.317	99.722	78.317	78.477
IJMJAIPA_00129	99.583	99.375	77.285	77.285	98.75	77.023	99.375	99.375	77.358	75.385	99.167	77.285	99.167	76.042	77.023
IJMJAIPA_00130	100.0				99.849		100.0	100.0							
IJMJAIPA_00131	98.271	98.011	69.257	68.87	98.746	69.301	98.357	98.357	70.237	69.701	98.636	70.29	98.513	69.274	68.872
IJMJAIPA_00132	99.038	99.038	76.547	77.524	99.038	76.547	99.038	99.038	75.896	75.57	98.469	76.873	98.397	74.919	75.896
IJMJAIPA_00133	99.371	99.371	74.576	74.576	98.742	74.576	98.365	98.365	74.543	74.967	98.478	75.098	98.616	74.576	74.543
IJMJAIPA_00134	98.75	98.75			97.292		98.333	98.333			98.75		98.333		
IJMJAIPA_00135	99.0	99.333			99.0		99.333	99.333			98.667		99.003		
IJMJAIPA_00136	99.103	99.103	70.858	70.326	99.701	70.475	99.402	99.402	71.746	70.919	99.253	70.475	99.552	70.772	71.302
IJMJAIPA_00137	98.656	98.656	71.429	72.201	99.462	71.429	96.505	96.505	71.815	71.815	98.656	71.429	99.462	72.201	72.201
IJMJAIPA_00138	99.038	99.038			98.718		99.038	99.038			98.718		98.397		
IJMJAIPA_00139	99.353	99.353			99.353		99.676	99.676			99.029		99.029		
IJMJAIPA_00140	99.134	99.134			98.268		99.134	99.134			98.701		98.268		
IJMJAIPA_00141	98.529	98.416	71.262	70.846	97.624	71.096	97.851	97.851			98.756	71.096	99.661	70.413	69.423
IJMJAIPA_00142	99.052	98.894			86.52		98.262	98.262			96.85		86.52		
IJMJAIPA_00143	97.545	97.545	69.33	69.762	97.828	69.447	97.734	97.734	69.579	68.886	97.054	69.339	97.639	69.339	69.256
IJMJAIPA_00144	96.246	98.198	66.723	66.495	98.799	66.723	99.099	99.099	66.154	66.667	98.048	66.723	99.249	66.743	65.812
IJMJAIPA_00145	98.732	98.574			99.366		98.362	98.362			98.521		98.838		
IJMJAIPA_00146	97.254	97.254	72.272	72.189	98.58	72.272	98.864	98.864	72.462	72.2	99.337	72.272	98.011	72.161	72.462
IJMJAIPA_00147	99.185	99.253	76.704	76.929	99.185	76.854	98.778	98.778	76.929		99.389	76.854	99.253	76.779	77.228
IJMJAIPA_00148	99.329	99.329			99.329		98.927	98.927			99.598		99.262		
IJMJAIPA_00149	95.458	95.609	73.942	74.549	95.657	74.366	95.544	95.458	74.197	74.583	95.519	73.999	95.77	74.055	73.942
IJMJAIPA_00150	99.206	98.413			99.206		99.206	95.238			98.413		99.206		
IJMJAIPA_00151	98.672	98.672	81.903	81.977	98.384	81.857	98.528	98.557	81.313	81.771	98.592	81.796	98.586	81.894	81.873
IJMJAIPA_00152	97.917	99.167	74.292	73.856	98.125	74.51	97.917	97.917	72.549	74.292	99.167	73.856	98.125	72.985	74.51
IJMJAIPA_00153	98.826	98.952									99.551				
IJMJAIPA_00154	99.05	98.86	76.148	75.649	97.411	76.148	97.411	97.411	77.944	76.946	98.955	76.048	98.945	78.244	76.148
IJMJAIPA_00155	98.298	98.582	77.059	77.32	98.723	77.059	99.007	99.007	76.436	76.73	98.582	77.206	98.582	76.141	77.614
IJMJAIPA_00156	97.02	99.814	74.535	76.208	99.628	74.535	99.628	99.628	75.465	76.766	99.814	76.208	98.324	74.721	75.093
IJMJAIPA_00157	98.984	99.13	74.629	75.223	98.839	74.629	98.403	98.403	74.777	75.296	98.505	75.074	98.258	75.519	75.074
IJMJAIPA_00158	99.32	98.639			99.32		99.32	99.32			98.639		99.32	73.571	
IJMJAIPA_00159		97.383			97.934		97.383	97.383			97.796		97.658		
IJMJAIPA_00160	96.681	95.605	63.87	63.155	94.818	63.87	98.176	97.927	65.08	63.901	95.481	62.988	94.657	63.744	63.278
IJMJAIPA_00161	95.182	95.291	72.36	71.842	95.73	72.069	96.641	95.073	72.085	71.396	95.309	72.085	95.639	71.775	72.458
IJMJAIPA_00162	98.18	98.211	69.869	69.668	98.211	70.02	98.023	98.023	70.327	70.365	98.159	69.889	98.023	70.292	69.869
IJMJAIPA_00163	97.812	98.715	69.637	69.664	96.992	69.637	98.961	98.961	69.328	70.955	98.651	69.746	96.937	69.637	69.637
IJMJAIPA_00164	99.653	99.479	78.694	77.969	99.479	77.969	99.653	99.653	78.007	77.661	99.306	78.694	99.306	78.179	78.694
IJMJAIPA_00165	98.101	98.945	73.882	73.882	99.156	73.882	98.101	98.101	75.059	74.353	98.523	74.353	99.156	75.059	73.882
IJMJAIPA_00166	99.423			92.406			98.701	98.701			98.557				
IJMJAIPA_00167	99.213	97.4	85.816	87.234	98.345	85.579	99.475	99.475	85.106	84.67	99.213	86.052	98.345	86.019	85.579
IJMJAIPA_00168	98.83	98.889	81.978	81.861	98.947	81.802	91.871	91.871	82.036	81.531	99.064	81.802	98.947	81.882	81.919
IJMJAIPA_00169	98.818	98.7	74.205	74.441	98.582	74.205	99.173	98.582	74.676	74.676	98.818	74.558	98.7	74.676	74.205
IJMJAIPA_00170	98.878	98.558	72.857	72.857	98.718	72.857	98.718	98.558	73.651	73.333	97.721	72.857	98.718	73.492	73.333
IJMJAIPA_00171	99.31	99.54	72.491	72.308	98.621	72.071	98.851	99.54	72.189	71.953	98.966	72.426	98.736	72.544	72.071
IJMJAIPA_00172	99.889	96.444	76.671	76.436	98.667	75.889	98.222	96.444	75.889	76.0	98.333	76.436	98.556	76.671	76.671
IJMJAIPA_00173	99.621	100.0			98.864		99.242	100.0			91.667		99.242		
IJMJAIPA_00174	99.14	99.429	82.52	82.447	99.211	82.374	97.634	99.429	81.964	82.156	99.221	82.374	99.14	81.865	82.374
IJMJAIPA_00175	99.355	99.14			99.355		94.824	97.257			99.14		99.355		
IJMJAIPA_00176	99.575	99.363	75.536	75.536	99.788	75.536	99.151	99.363	75.966	76.18	99.363	75.536	99.788	75.966	75.536
IJMJAIPA_00177	99.097	95.728	79.218	79.058	95.689	79.218	99.216	95.48	79.218	79.508	95.608	79.275	95.614	79.146	79.218
IJMJAIPA_00178	100.0	97.971			97.971		99.71	98.261			98.261		98.261		
IJMJAIPA_00179	93.563	98.621	87.838	87.838	98.851	87.452	94.023	94.368	82.931	80.334	98.552	87.838	98.966	82.375	87.838
IJMJAIPA_00180	96.232	97.971			98.261		97.101	96.522			97.391		98.261		
IJMJAIPA_00181	98.745	97.071	68.409	68.182	97.211	67.955	97.211	98.047	67.929	68.409	96.932	68.182	97.071	67.929	67.197
IJMJAIPA_00182	96.831	96.578			96.958		96.705	99.873					96.831		
IJMJAIPA_00183	97.763	98.21	74.943	74.194	98.21	74.194	98.658	97.539	74.15	72.897	98.21	74.194	98.434	74.15	74.204
IJMJAIPA_00184					99.681										97.125
IJMJAIPA_00185	97.406	99.422	78.524	78.619	97.552	78.524			78.24			78.997	99.855	78.24	78.739
IJMJAIPA_00186	99.068	98.834			99.068		97.902	97.902			99.038		99.301		
IJMJAIPA_00187	98.519	100.0			100.0		99.259	99.259			100.0		100.0		
IJMJAIPA_00188					99.617		99.617	99.617	74.627	74.627	99.617		99.617		
IJMJAIPA_00189	100.0	100.0	82.405	82.405	100.0	82.405	100.0	100.0	82.698	82.111	100.0	82.405	100.0	82.405	82.405
IJMJAIPA_00190	99.705	99.115			99.115		99.705	99.705			98.82		99.115		
